original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,1910228.0,1910720.0,73.79679743795036,74.03679743795037,,4,Nick
1,1910728.0,1911074.0,74.041,74.21,Nick,9,this
2,1911076.0,1911331.0,74.211,74.33516413130508,Nick this,13,was
3,1911365.0,1911566.0,74.35217694155327,74.45,Nick this was,15,a
4,1911568.0,1912610.0,74.451,74.96,Nick this was a,23,tragedy
5,1912612.0,1912831.0,74.961,75.06758206565254,Nick this was a tragedy,27,but
6,1912879.0,1913143.0,75.091,75.22,Nick this was a tragedy but,30,it
8,1913145.0,1913593.0,75.221,75.44,Nick this was a tragedy but it s,36,not
9,1913595.0,1913941.0,75.441,75.61,Nick this was a tragedy but it s not,40,why
10,1913944.0,1914228.0,75.611,75.75,Nick this was a tragedy but it s not why,43,we're
12,1914230.0,1914945.0,75.751,76.1,Nick this was a tragedy but it s not why we're,51,here
13,1916338.0,1916606.0,76.78,76.91117694155326,,4,What
14,1916621.0,1916741.0,76.91858206565254,76.97679743795037,What,8,are
15,1916749.0,1917054.0,76.981,77.13,What are,11,we
16,1917630.0,1918000.0,77.4108486789431,77.59156925540435,What are we,20,fighting
17,1918035.0,1918242.0,77.60858206565254,77.71,What are we fighting,24,the
18,1918244.0,1918775.0,77.711,77.97,What are we fighting the,32,weather
19,1918777.0,1919369.0,77.971,78.26,What are we fighting the weather,36,now
20,1920884.0,1921744.0,79.0,79.42,,6,Locals
21,1921769.0,1922277.0,79.4318975180145,79.68,Locals,10,say
22,1922279.0,1922482.0,79.681,79.78,Locals say,14,the
23,1922507.0,1924018.0,79.79248999199366,80.53,Locals say the,22,cyclone
24,1924020.0,1924368.0,80.531,80.70117694155327,Locals say the cyclone,26,had
25,1924383.0,1924530.0,80.70858206565254,80.78,Locals say the cyclone had,28,a
26,1924532.0,1925943.0,80.781,81.47032826261011,Locals say the cyclone had a,33,face
27,1926658.0,1926912.0,81.81905524419534,81.94343474779825,,4,Well
28,1927151.0,1927651.0,82.06,82.30398718975181,Well,11,people
29,1927686.0,1928134.0,82.321,82.54,Well people,15,see
30,1928136.0,1928810.0,82.541,82.87,Well people see,22,things
31,1928812.0,1929025.0,82.871,82.974771817454,Well people see things,27,when
32,1929040.0,1929315.0,82.98217694155326,83.11679743795037,Well people see things when,32,they're
34,1929324.0,1929773.0,83.121,83.34,Well people see things when they're,41,under
35,1929775.0,1930815.0,83.341,83.84915132105685,Well people see things when they're under,48,stress
36,1932200.0,1932660.0,84.52516413130502,84.75,Well people see things when they're under stress,53,okay
37,1932662.0,1932947.0,84.751,84.89,,4,That
38,1932949.0,1933193.0,84.891,85.01,That,9,does
39,1933195.0,1933520.0,85.011,85.17,That does,13,not
40,1933522.0,1933960.0,85.171,85.384771817454,That does not,18,mean
41,1933988.0,1934278.0,85.39858206565255,85.54,That does not mean,23,that
42,1934287.0,1934547.0,85.54420256204963,85.67117694155327,That does not mean that,28,this
43,1934568.0,1934708.0,85.68178462770217,85.75,That does not mean that this,31,is
44,1934710.0,1934913.0,85.751,85.85,That does not mean that this is,35,the
45,1934915.0,1935578.0,85.851,86.17477181745399,That does not mean that this is the,41,start
46,1935600.0,1935732.0,86.1853795036029,86.25,That does not mean that this is the start,44,to
47,1935734.0,1936029.0,86.251,86.394771817454,That does not mean that this is the start to,49,some
48,1936057.0,1936567.0,86.40858206565254,86.65758206565255,That does not mean that this is the start to some,55,other
49,1937862.0,1938415.0,87.29,87.56,That does not mean that this is the start to some other,59,big
50,1938415.0,1939327.0,87.56,88.00535628502797,That does not mean that this is the start to some other big,65,world
51,1953012.0,1953178.0,94.68751801441157,94.76836669335472,,3,Who
52,1953200.0,1953386.0,94.77897437950364,94.87,Who,7,are
53,1953388.0,1953806.0,94.871,95.07516413130509,Who are,11,you
54,1965808.0,1966084.0,100.93555644515617,101.07,,3,You
55,1966086.0,1966370.0,101.071,101.21,You,6,don't
57,1966372.0,1966739.0,101.211,101.39,You don't,14,want
58,1966741.0,1966964.0,101.391,101.5,You don't want,18,any
