start,end,est_idx,est_end_idx
278.8359375,279.8359375,571056,573104
279.3359375,280.3359375,572080,574128
300.94921875,301.94921875,616344,618392
301.44921875,302.44921875,617368,619416
350.5224609375,351.5224609375,717870,719918
351.0224609375,352.0224609375,718894,720942
351.5224609375,352.5224609375,719918,721966
352.0224609375,353.0224609375,720942,722990
352.5224609375,353.5224609375,721966,724014
353.0224609375,354.0224609375,722990,725038
353.5224609375,354.5224609375,724014,726062
354.0224609375,355.0224609375,725038,727086
354.5224609375,355.5224609375,726062,728110
355.0224609375,356.0224609375,727086,729134
355.5224609375,356.5224609375,728110,730158
380.13134765625,381.13134765625,778509,780557
380.63134765625,381.63134765625,779533,781581
381.13134765625,382.13134765625,780557,782605
381.63134765625,382.63134765625,781581,783629
382.13134765625,383.13134765625,782605,784653
382.63134765625,383.63134765625,783629,785677
383.13134765625,384.13134765625,784653,786701
383.63134765625,384.63134765625,785677,787725
384.13134765625,385.13134765625,786701,788749
384.63134765625,385.63134765625,787725,789773
385.13134765625,386.13134765625,788749,790797
385.63134765625,386.63134765625,789773,791821
386.13134765625,387.13134765625,790797,792845
386.63134765625,387.63134765625,791821,793869
387.13134765625,388.13134765625,792845,794893
387.63134765625,388.63134765625,793869,795917
388.13134765625,389.13134765625,794893,796941
388.63134765625,389.63134765625,795917,797965
389.13134765625,390.13134765625,796941,798989
389.63134765625,390.63134765625,797965,800013
390.13134765625,391.13134765625,798989,801037
390.63134765625,391.63134765625,800013,802061
391.13134765625,392.13134765625,801037,803085
391.63134765625,392.63134765625,802061,804109
392.13134765625,393.13134765625,803085,805133
392.63134765625,393.63134765625,804109,806157
393.13134765625,394.13134765625,805133,807181
393.63134765625,394.63134765625,806157,808205
394.13134765625,395.13134765625,807181,809229
394.63134765625,395.63134765625,808205,810253
395.13134765625,396.13134765625,809229,811277
395.63134765625,396.63134765625,810253,812301
396.13134765625,397.13134765625,811277,813325
396.63134765625,397.63134765625,812301,814349
397.13134765625,398.13134765625,813325,815373
397.63134765625,398.63134765625,814349,816397
398.13134765625,399.13134765625,815373,817421
556.341796875,557.341796875,1139388,1141436
556.841796875,557.841796875,1140412,1142460
557.341796875,558.341796875,1141436,1143484
557.841796875,558.841796875,1142460,1144508
564.6416015625,565.6416015625,1156386,1158434
565.1416015625,566.1416015625,1157410,1159458
565.6416015625,566.6416015625,1158434,1160482
566.1416015625,567.1416015625,1159458,1161506
566.6416015625,567.6416015625,1160482,1162530
567.1416015625,568.1416015625,1161506,1163554
567.6416015625,568.6416015625,1162530,1164578
568.1416015625,569.1416015625,1163554,1165602
568.6416015625,569.6416015625,1164578,1166626
569.1416015625,570.1416015625,1165602,1167650
569.6416015625,570.6416015625,1166626,1168674
570.1416015625,571.1416015625,1167650,1169698
570.6416015625,571.6416015625,1168674,1170722
571.1416015625,572.1416015625,1169698,1171746
571.6416015625,572.6416015625,1170722,1172770
572.1416015625,573.1416015625,1171746,1173794
593.26611328125,594.26611328125,1215009,1217057
593.76611328125,594.76611328125,1216033,1218081
594.26611328125,595.26611328125,1217057,1219105
594.76611328125,595.76611328125,1218081,1220129
595.26611328125,596.26611328125,1219105,1221153
595.76611328125,596.76611328125,1220129,1222177
596.26611328125,597.26611328125,1221153,1223201
596.76611328125,597.76611328125,1222177,1224225
597.26611328125,598.26611328125,1223201,1225249
597.76611328125,598.76611328125,1224225,1226273
598.26611328125,599.26611328125,1225249,1227297
598.76611328125,599.76611328125,1226273,1228321
599.26611328125,600.26611328125,1227297,1229345
599.76611328125,600.76611328125,1228321,1230369
600.26611328125,601.26611328125,1229345,1231393
600.76611328125,601.76611328125,1230369,1232417
601.26611328125,602.26611328125,1231393,1233441
601.76611328125,602.76611328125,1232417,1234465
602.26611328125,603.26611328125,1233441,1235489
602.76611328125,603.76611328125,1234465,1236513
603.26611328125,604.26611328125,1235489,1237537
603.76611328125,604.76611328125,1236513,1238561
604.26611328125,605.26611328125,1237537,1239585
604.76611328125,605.76611328125,1238561,1240609
605.26611328125,606.26611328125,1239585,1241633
605.76611328125,606.76611328125,1240609,1242657
606.26611328125,607.26611328125,1241633,1243681
606.76611328125,607.76611328125,1242657,1244705
607.26611328125,608.26611328125,1243681,1245729
607.76611328125,608.76611328125,1244705,1246753
608.26611328125,609.26611328125,1245729,1247777
608.76611328125,609.76611328125,1246753,1248801
609.26611328125,610.26611328125,1247777,1249825
609.76611328125,610.76611328125,1248801,1250849
610.26611328125,611.26611328125,1249825,1251873
610.76611328125,611.76611328125,1250849,1252897
611.26611328125,612.26611328125,1251873,1253921
611.76611328125,612.76611328125,1252897,1254945
612.26611328125,613.26611328125,1253921,1255969
612.76611328125,613.76611328125,1254945,1256993
613.26611328125,614.26611328125,1255969,1258017
613.76611328125,614.76611328125,1256993,1259041
614.26611328125,615.26611328125,1258017,1260065
614.76611328125,615.76611328125,1259041,1261089
615.26611328125,616.26611328125,1260065,1262113
615.76611328125,616.76611328125,1261089,1263137
616.26611328125,617.26611328125,1262113,1264161
616.76611328125,617.76611328125,1263137,1265185
617.26611328125,618.26611328125,1264161,1266209
617.76611328125,618.76611328125,1265185,1267233
618.26611328125,619.26611328125,1266209,1268257
618.76611328125,619.76611328125,1267233,1269281
619.26611328125,620.26611328125,1268257,1270305
619.76611328125,620.76611328125,1269281,1271329
620.26611328125,621.26611328125,1270305,1272353
620.76611328125,621.76611328125,1271329,1273377
621.26611328125,622.26611328125,1272353,1274401
621.76611328125,622.76611328125,1273377,1275425
622.26611328125,623.26611328125,1274401,1276449
622.76611328125,623.76611328125,1275425,1277473
623.26611328125,624.26611328125,1276449,1278497
623.76611328125,624.76611328125,1277473,1279521
624.26611328125,625.26611328125,1278497,1280545
624.76611328125,625.76611328125,1279521,1281569
625.26611328125,626.26611328125,1280545,1282593
625.76611328125,626.76611328125,1281569,1283617
626.26611328125,627.26611328125,1282593,1284641
626.76611328125,627.76611328125,1283617,1285665
627.26611328125,628.26611328125,1284641,1286689
627.76611328125,628.76611328125,1285665,1287713
628.26611328125,629.26611328125,1286689,1288737
628.76611328125,629.76611328125,1287713,1289761
629.26611328125,630.26611328125,1288737,1290785
681.14208984375,682.14208984375,1394979,1397027
681.64208984375,682.64208984375,1396003,1398051
682.14208984375,683.14208984375,1397027,1399075
682.64208984375,683.64208984375,1398051,1400099
683.14208984375,684.14208984375,1399075,1401123
683.64208984375,684.64208984375,1400099,1402147
684.14208984375,685.14208984375,1401123,1403171
684.64208984375,685.64208984375,1402147,1404195
685.14208984375,686.14208984375,1403171,1405219
685.64208984375,686.64208984375,1404195,1406243
686.14208984375,687.14208984375,1405219,1407267
686.64208984375,687.64208984375,1406243,1408291
687.14208984375,688.14208984375,1407267,1409315
687.64208984375,688.64208984375,1408291,1410339
688.14208984375,689.14208984375,1409315,1411363
688.64208984375,689.64208984375,1410339,1412387
689.14208984375,690.14208984375,1411363,1413411
689.64208984375,690.64208984375,1412387,1414435
690.14208984375,691.14208984375,1413411,1415459
690.64208984375,691.64208984375,1414435,1416483
691.14208984375,692.14208984375,1415459,1417507
691.64208984375,692.64208984375,1416483,1418531
692.14208984375,693.14208984375,1417507,1419555
692.64208984375,693.64208984375,1418531,1420579
693.14208984375,694.14208984375,1419555,1421603
693.64208984375,694.64208984375,1420579,1422627
694.14208984375,695.14208984375,1421603,1423651
694.64208984375,695.64208984375,1422627,1424675
695.14208984375,696.14208984375,1423651,1425699
695.64208984375,696.64208984375,1424675,1426723
696.14208984375,697.14208984375,1425699,1427747
696.64208984375,697.64208984375,1426723,1428771
697.14208984375,698.14208984375,1427747,1429795
697.64208984375,698.64208984375,1428771,1430819
698.14208984375,699.14208984375,1429795,1431843
698.64208984375,699.64208984375,1430819,1432867
699.14208984375,700.14208984375,1431843,1433891
699.64208984375,700.64208984375,1432867,1434915
700.14208984375,701.14208984375,1433891,1435939
700.64208984375,701.64208984375,1434915,1436963
701.14208984375,702.14208984375,1435939,1437987
701.64208984375,702.64208984375,1436963,1439011
702.14208984375,703.14208984375,1437987,1440035
702.64208984375,703.64208984375,1439011,1441059
703.14208984375,704.14208984375,1440035,1442083
703.64208984375,704.64208984375,1441059,1443107
704.14208984375,705.14208984375,1442083,1444131
704.64208984375,705.64208984375,1443107,1445155
705.14208984375,706.14208984375,1444131,1446179
705.64208984375,706.64208984375,1445155,1447203
706.14208984375,707.14208984375,1446179,1448227
706.64208984375,707.64208984375,1447203,1449251
707.14208984375,708.14208984375,1448227,1450275
707.64208984375,708.64208984375,1449251,1451299
708.14208984375,709.14208984375,1450275,1452323
708.64208984375,709.64208984375,1451299,1453347
709.14208984375,710.14208984375,1452323,1454371
709.64208984375,710.64208984375,1453347,1455395
710.14208984375,711.14208984375,1454371,1456419
710.64208984375,711.64208984375,1455395,1457443
711.14208984375,712.14208984375,1456419,1458467
719.0947265625,720.0947265625,1472706,1474754
719.5947265625,720.5947265625,1473730,1475778
720.0947265625,721.0947265625,1474754,1476802
720.5947265625,721.5947265625,1475778,1477826
721.0947265625,722.0947265625,1476802,1478850
721.5947265625,722.5947265625,1477826,1479874
722.0947265625,723.0947265625,1478850,1480898
722.5947265625,723.5947265625,1479874,1481922
723.0947265625,724.0947265625,1480898,1482946
723.5947265625,724.5947265625,1481922,1483970
724.0947265625,725.0947265625,1482946,1484994
724.5947265625,725.5947265625,1483970,1486018
725.0947265625,726.0947265625,1484994,1487042
725.5947265625,726.5947265625,1486018,1488066
726.0947265625,727.0947265625,1487042,1489090
726.5947265625,727.5947265625,1488066,1490114
727.0947265625,728.0947265625,1489090,1491138
727.5947265625,728.5947265625,1490114,1492162
728.0947265625,729.0947265625,1491138,1493186
728.5947265625,729.5947265625,1492162,1494210
736.689453125,737.689453125,1508740,1510788
737.189453125,738.189453125,1509764,1511812
737.689453125,738.689453125,1510788,1512836
738.189453125,739.189453125,1511812,1513860
738.689453125,739.689453125,1512836,1514884
739.189453125,740.189453125,1513860,1515908
739.689453125,740.689453125,1514884,1516932
740.189453125,741.189453125,1515908,1517956
740.689453125,741.689453125,1516932,1518980
741.189453125,742.189453125,1517956,1520004
741.689453125,742.689453125,1518980,1521028
742.189453125,743.189453125,1520004,1522052
742.689453125,743.689453125,1521028,1523076
743.189453125,744.189453125,1522052,1524100
743.689453125,744.689453125,1523076,1525124
744.189453125,745.189453125,1524100,1526148
744.689453125,745.689453125,1525124,1527172
745.189453125,746.189453125,1526148,1528196
745.689453125,746.689453125,1527172,1529220
746.189453125,747.189453125,1528196,1530244
746.689453125,747.689453125,1529220,1531268
747.189453125,748.189453125,1530244,1532292
747.689453125,748.689453125,1531268,1533316
748.189453125,749.189453125,1532292,1534340
748.689453125,749.689453125,1533316,1535364
749.189453125,750.189453125,1534340,1536388
749.689453125,750.689453125,1535364,1537412
750.189453125,751.189453125,1536388,1538436
750.689453125,751.689453125,1537412,1539460
751.189453125,752.189453125,1538436,1540484
751.689453125,752.689453125,1539460,1541508
752.189453125,753.189453125,1540484,1542532
752.689453125,753.689453125,1541508,1543556
