original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,561472.0,562064.0,39.01957284961965,39.31,,4,Here's
2,562066.0,562618.0,39.311,39.58,Here's,9,my
3,562620.0,563193.0,39.581,39.86,Here's my,13,day
4,563195.0,563680.0,39.861,40.09,Here's my day,16,so
5,563682.0,564515.0,40.091,40.507232299590406,Here's my day so,20,far
6,565667.0,566117.0,41.07,41.28,,4,Went
7,566119.0,566401.0,41.281,41.41,Went,7,to
8,566403.0,567491.0,41.411,41.96,Went to,12,jail
9,568385.0,568980.0,42.38,42.68,Went to jail,17,lost
10,568982.0,569144.0,42.681,42.76,Went to jail lost,21,the
11,569146.0,569759.0,42.761,43.05,Went to jail lost the,26,girl
12,569761.0,569903.0,43.051,43.13,Went to jail lost the girl,29,of
13,569905.0,570232.0,43.131,43.29,Went to jail lost the girl of,32,my
14,570234.0,571475.0,43.291,43.89,Went to jail lost the girl of my,39,dreams
15,571477.0,571721.0,43.891,44.01,Went to jail lost the girl of my dreams,43,and
16,571723.0,572148.0,44.011,44.21,Went to jail lost the girl of my dreams and,47,got
17,572116.0,572581.0,44.211,44.43,Went to jail lost the girl of my dreams and got,50,my
18,572583.0,573075.0,44.431,44.68,Went to jail lost the girl of my dreams and got my,55,butt
19,573077.0,573733.0,44.681,45.01,Went to jail lost the girl of my dreams and got my butt,62,kicked
20,573975.0,574753.0,45.12,45.49,Went to jail lost the girl of my dreams and got my butt kicked,69,pretty
21,574755.0,575632.0,45.491,45.92,Went to jail lost the girl of my dreams and got my butt kicked pretty,74,good
22,577150.0,578214.0,46.67,47.19,,5,Still
23,579461.0,580178.0,47.8,48.15,Still,12,things
24,580180.0,580610.0,48.151,48.36,Still things,18,could
25,580612.0,581015.0,48.361,48.55,Still things could,21,be
26,581017.0,581365.0,48.551,48.73,Still things could be,23,a
27,581367.0,582066.0,48.731,49.08,Still things could be a,27,lot
28,582389.0,583779.0,49.23,49.9,Still things could be a lot,33,worse
29,586446.0,587156.0,51.19425394967816,51.55,,2,Oh
30,587158.0,587793.0,51.551,51.87,Oh,7,that's
32,587795.0,588572.0,51.871,52.25,Oh that's,15,right
33,590638.0,591025.0,53.26,53.44,,1,I'm
35,591027.0,591903.0,53.441,53.86,I'm,11,falling
36,591905.0,592131.0,53.861,53.98,I'm falling,14,to
37,592133.0,592519.0,53.981,54.17,I'm falling to,17,my
38,592618.0,593501.0,54.21,54.65,I'm falling to my,23,death
39,595529.0,595983.0,55.64,55.87,,5,Guess
40,595985.0,596203.0,55.871,55.97,Guess,10,they
41,596205.0,596958.0,55.971,56.33,Guess they,13,can't
43,599844.0,600236.0,57.74,57.94,,3,How'd
45,600238.0,600418.0,57.941,58.03,How'd,8,it
46,600420.0,600664.0,58.031,58.15,How'd it,12,all
47,600666.0,601134.0,58.151,58.37,How'd it all,17,come
48,601136.0,601300.0,58.371,58.46,How'd it all come,20,to
49,601302.0,601754.0,58.461,58.69,How'd it all come to,25,this
50,601756.0,601938.0,58.691,58.78,How'd it all come to this,29,you
51,601940.0,602859.0,58.781,59.23,How'd it all come to this you,33,ask
52,606044.0,606685.0,60.77,61.09,,2,My
53,606687.0,607157.0,61.091,61.33,My,6,end
54,607159.0,607977.0,61.331,61.73,My end,13,starts
55,607979.0,608196.0,61.731,61.82,My end starts,16,at
56,608198.0,608360.0,61.821,61.91,My end starts at,20,the
57,608362.0,609239.0,61.911,62.33,My end starts at the,30,beginning
58,611020.0,611326.0,63.2,63.35,,3,The
59,611328.0,612471.0,63.351,63.91,The,8,very
60,612473.0,613617.0,63.911,64.46915725913367,The very,18,beginning
61,621540.0,622266.0,68.34,68.71,,3,Yes
62,623755.0,624164.0,69.42,69.63,Yes,8,that's
64,624166.0,624615.0,69.631,69.84,Yes that's,13,me
65,627003.0,627437.0,70.99957284961964,71.23,,1,I
66,627439.0,627845.0,71.231,71.42,I,5,had
67,627847.0,628028.0,71.421,71.5,I had,7,a
68,628030.0,629256.0,71.501,72.1,I had a,14,fairly
69,629258.0,630670.0,72.101,72.8,I had a fairly,23,standard
70,630674.0,631979.0,72.8019133996489,73.44,I had a fairly standard,33,childhood
71,634742.0,634990.0,74.78,74.91,,1,I
72,634992.0,635683.0,74.911,75.24,I,6,came
73,635685.0,636462.0,75.241,75.62,I came,11,from
74,636665.0,637057.0,75.72,75.92,I came from,16,what
75,637059.0,637346.0,75.921,76.07,I came from what,20,you
76,637348.0,637877.0,76.071,76.32,I came from what you,26,might
77,637879.0,638816.0,76.321,76.77,I came from what you might,31,call
78,638818.0,638961.0,76.771,76.85,I came from what you might call,33,a
79,638963.0,639839.0,76.851,77.27,I came from what you might call a,40,broken
80,639841.0,640657.0,77.271,77.67,I came from what you might call a broken,45,home
81,643652.0,644679.0,79.15,79.6346869514336,,9,Literally
82,645430.0,646271.0,80.01,80.42,Literally,16,broken
83,647983.0,648101.0,81.2499941486249,81.29744294909302,,1,I
84,648098.0,648331.0,81.29610239906376,81.41,I,5,was
85,648333.0,648762.0,81.411,81.63,I was,11,eight
86,648764.0,649462.0,81.631,81.98,I was eight,16,days
87,649464.0,650376.0,81.981,82.41,I was eight days,20,old
88,650378.0,650588.0,82.411,82.53,I was eight days old,24,and
89,650590.0,651504.0,82.531,82.96,I was eight days old and,30,still
90,651506.0,652199.0,82.961,83.3,I was eight days old and still,37,living
91,652201.0,652450.0,83.301,83.44,I was eight days old and still living,42,with
92,652452.0,652858.0,83.441,83.63,I was eight days old and still living with,45,my
93,652860.0,654106.0,83.631,84.24,I was eight days old and still living with my,53,parents
94,655443.0,655969.0,84.9,85.15,,3,How
95,655971.0,656763.0,85.151,85.53,How,7,sad
96,656765.0,656970.0,85.531,85.64,How sad,10,is
97,656972.0,657906.0,85.641,86.0961907548273,How sad is,15,that
98,659917.0,660631.0,87.07,87.42,,7,Clearly
99,660635.0,661044.0,87.421,87.62958455236985,Clearly,10,it
100,661041.0,661393.0,87.62808074897599,87.8,Clearly it,14,was
101,661395.0,662006.0,87.801,88.1,Clearly it was,19,time
102,662008.0,662190.0,88.101,88.19,Clearly it was time,22,to
103,662193.0,662661.0,88.191,88.41,Clearly it was time to,27,move
104,662663.0,663321.0,88.411,88.74,Clearly it was time to move,30,on
105,663640.0,664446.0,88.89,89.29,,4,Here
106,664448.0,665011.0,89.291,89.56,Here,7,is
107,665013.0,665404.0,89.561,89.76,Here is,12,your
108,665406.0,666551.0,89.761,90.32,Here is your,19,minion
109,667635.0,667862.0,90.85,90.95,,2,He
110,667864.0,668168.0,90.951,91.11,He,7,will
