start,end,est_idx,est_end_idx
1756.5029296875,1757.5029296875,3597318,3599366
1757.0029296875,1758.0029296875,3598342,3600390
1757.5029296875,1758.5029296875,3599366,3601414
1758.0029296875,1759.0029296875,3600390,3602438
1758.5029296875,1759.5029296875,3601414,3603462
1759.0029296875,1760.0029296875,3602438,3604486
1759.5029296875,1760.5029296875,3603462,3605510
1760.0029296875,1761.0029296875,3604486,3606534
1760.5029296875,1761.5029296875,3605510,3607558
1761.0029296875,1762.0029296875,3606534,3608582
1761.5029296875,1762.5029296875,3607558,3609606
1762.0029296875,1763.0029296875,3608582,3610630
1762.5029296875,1763.5029296875,3609606,3611654
1763.0029296875,1764.0029296875,3610630,3612678
1763.5029296875,1764.5029296875,3611654,3613702
1764.0029296875,1765.0029296875,3612678,3614726
1764.5029296875,1765.5029296875,3613702,3615750
1765.0029296875,1766.0029296875,3614726,3616774
1765.5029296875,1766.5029296875,3615750,3617798
1766.0029296875,1767.0029296875,3616774,3618822
1766.5029296875,1767.5029296875,3617798,3619846
1767.0029296875,1768.0029296875,3618822,3620870
1767.5029296875,1768.5029296875,3619846,3621894
1768.0029296875,1769.0029296875,3620870,3622918
1768.5029296875,1769.5029296875,3621894,3623942
1769.0029296875,1770.0029296875,3622918,3624966
1769.5029296875,1770.5029296875,3623942,3625990
1770.0029296875,1771.0029296875,3624966,3627014
1770.5029296875,1771.5029296875,3625990,3628038
1771.0029296875,1772.0029296875,3627014,3629062
1771.5029296875,1772.5029296875,3628038,3630086
1772.0029296875,1773.0029296875,3629062,3631110
1772.5029296875,1773.5029296875,3630086,3632134
1773.0029296875,1774.0029296875,3631110,3633158
1773.5029296875,1774.5029296875,3632134,3634182
1774.0029296875,1775.0029296875,3633158,3635206
1774.5029296875,1775.5029296875,3634182,3636230
1775.0029296875,1776.0029296875,3635206,3637254
1775.5029296875,1776.5029296875,3636230,3638278
1776.0029296875,1777.0029296875,3637254,3639302
1776.5029296875,1777.5029296875,3638278,3640326
1777.0029296875,1778.0029296875,3639302,3641350
1777.5029296875,1778.5029296875,3640326,3642374
1778.0029296875,1779.0029296875,3641350,3643398
1778.5029296875,1779.5029296875,3642374,3644422
1779.0029296875,1780.0029296875,3643398,3645446
1779.5029296875,1780.5029296875,3644422,3646470
1780.0029296875,1781.0029296875,3645446,3647494
1780.5029296875,1781.5029296875,3646470,3648518
1781.0029296875,1782.0029296875,3647494,3649542
1781.5029296875,1782.5029296875,3648518,3650566
1782.0029296875,1783.0029296875,3649542,3651590
1782.5029296875,1783.5029296875,3650566,3652614
1783.0029296875,1784.0029296875,3651590,3653638
1783.5029296875,1784.5029296875,3652614,3654662
1784.0029296875,1785.0029296875,3653638,3655686
1784.5029296875,1785.5029296875,3654662,3656710
1785.0029296875,1786.0029296875,3655686,3657734
1785.5029296875,1786.5029296875,3656710,3658758
1786.0029296875,1787.0029296875,3657734,3659782
1786.5029296875,1787.5029296875,3658758,3660806
1787.0029296875,1788.0029296875,3659782,3661830
1787.5029296875,1788.5029296875,3660806,3662854
1788.0029296875,1789.0029296875,3661830,3663878
1788.5029296875,1789.5029296875,3662854,3664902
1789.0029296875,1790.0029296875,3663878,3665926
1789.5029296875,1790.5029296875,3664902,3666950
1790.0029296875,1791.0029296875,3665926,3667974
1790.5029296875,1791.5029296875,3666950,3668998
1791.0029296875,1792.0029296875,3667974,3670022
1791.5029296875,1792.5029296875,3668998,3671046
1792.0029296875,1793.0029296875,3670022,3672070
1792.5029296875,1793.5029296875,3671046,3673094
1793.0029296875,1794.0029296875,3672070,3674118
1793.5029296875,1794.5029296875,3673094,3675142
1794.0029296875,1795.0029296875,3674118,3676166
1794.5029296875,1795.5029296875,3675142,3677190
1795.0029296875,1796.0029296875,3676166,3678214
1795.5029296875,1796.5029296875,3677190,3679238
1796.0029296875,1797.0029296875,3678214,3680262
1796.5029296875,1797.5029296875,3679238,3681286
1797.0029296875,1798.0029296875,3680262,3682310
1797.5029296875,1798.5029296875,3681286,3683334
1798.0029296875,1799.0029296875,3682310,3684358
1798.5029296875,1799.5029296875,3683334,3685382
1799.0029296875,1800.0029296875,3684358,3686406
1799.5029296875,1800.5029296875,3685382,3687430
