original_index,est_idx,est_end_idx,start,end
0,2010169.0,2010476.0,55.81553398058252,55.96553398058252
1,2010467.0,2010649.0,55.9611650485437,56.050000000000026
2,2010651.0,2011039.0,56.051,56.24
3,2011041.0,2011202.0,56.241,56.32
4,2011204.0,2011469.0,56.321,56.45
6,2011471.0,2012372.0,56.45100000000001,56.89087378640777
7,2013669.0,2013999.0,57.52427184466019,57.685760419036974
8,2014008.0,2014786.0,57.69,58.07
9,2014788.0,2015503.0,58.071,58.42
11,2015505.0,2015667.0,58.42100000000001,58.50000000000001
12,2015669.0,2015790.0,58.50100000000001,58.56000000000001
13,2015894.0,2016875.0,58.611,59.09
14,2016877.0,2017223.0,59.091,59.26
15,2017226.0,2017490.0,59.261,59.39
16,2017492.0,2017817.0,59.391,59.55
17,2017819.0,2018538.0,59.551,59.9017475728155
18,2021299.0,2021770.0,61.25,61.48000000000001
19,2021772.0,2022794.0,61.48100000000001,61.98
20,2022796.0,2022937.0,61.98100000000001,62.05
21,2022939.0,2023327.0,62.05100000000001,62.24
22,2023329.0,2023593.0,62.241,62.37
23,2023595.0,2023961.0,62.371,62.55000000000001
24,2024107.0,2024965.0,62.621,63.04
25,2024967.0,2025436.0,63.041,63.27
26,2025438.0,2025579.0,63.271,63.34
27,2025581.0,2025805.0,63.341,63.45000000000001
28,2025807.0,2025927.0,63.451000000000015,63.51000000000001
29,2025930.0,2026583.0,63.51100000000001,63.830000000000005
30,2026585.0,2027197.0,63.831,64.12999999999998
31,2027199.0,2027484.0,64.13099999999999,64.26999999999997
32,2027486.0,2027627.0,64.27099999999997,64.33999999999997
33,2027629.0,2028457.0,64.34099999999998,64.74527508090611
34,2031370.0,2031478.0,66.16763754045304,66.21999999999998
36,2031480.0,2031621.0,66.22099999999999,66.29
37,2031623.0,2032031.0,66.291,66.48999999999998
38,2032033.0,2033095.0,66.49099999999999,67.01
39,2033343.0,2034550.0,67.131,67.72
40,2034552.0,2034898.0,67.721,67.88999999999999
42,2034900.0,2035041.0,67.89099999999999,67.95999999999998
43,2035146.0,2035492.0,68.011,68.17999999999998
44,2035494.0,2035696.0,68.18099999999998,68.27999999999997
45,2035698.0,2036106.0,68.28099999999998,68.48
46,2036108.0,2036820.0,68.481,68.82880258899671
47,2040996.0,2041328.0,70.86763754045305,71.02999999999997
48,2041330.0,2041410.0,71.03099999999998,71.06999999999998
49,2041412.0,2041963.0,71.07099999999998,71.33999999999997
50,2041965.0,2042311.0,71.34099999999998,71.50999999999999
51,2042314.0,2042926.0,71.511,71.80999999999997
52,2042928.0,2043254.0,71.81099999999998,71.97
53,2043250.0,2044196.0,71.96841423948219,72.43
54,2046530.0,2046940.0,73.57,73.76999999999998
55,2046942.0,2047309.0,73.77099999999999,73.95
56,2047311.0,2048394.0,73.951,74.48
57,2048396.0,2049203.0,74.481,74.87498381877018
58,2049193.0,2049439.0,74.87009385113262,74.99
59,2049502.0,2050094.0,75.02100000000002,75.30999999999997
60,2050096.0,2050258.0,75.31099999999998,75.38999999999999
61,2050260.0,2050649.0,75.39099999999999,75.58087378640776
62,2050645.0,2050824.0,75.57928792712754,75.6663428445463
63,2051036.0,2052322.0,75.77,76.39792880258895
64,2053473.0,2053596.0,76.96,77.01999999999998
65,2053598.0,2053780.0,77.02099999999999,77.11
66,2053782.0,2054067.0,77.111,77.24999999999999
67,2054069.0,2054784.0,77.25099999999999,77.59999999999998
68,2054786.0,2055152.0,77.60099999999998,77.78
69,2055154.0,2055357.0,77.781,77.88
70,2055359.0,2056422.0,77.881,78.4
71,2056424.0,2056627.0,78.401,78.49999999999999
72,2056629.0,2057159.0,78.50099999999999,78.75999999999999
73,2058716.0,2059227.0,79.52,79.76938511326854
74,2059414.0,2060151.0,79.861,80.22087378640774
75,2060153.0,2061128.0,80.22187378640774,80.69792880258896
76,2061124.0,2061952.0,80.69569255663426,81.1
77,2061995.0,2062832.0,81.121,81.52999999999999
78,2064409.0,2064860.0,82.3,82.52
80,2064862.0,2065454.0,82.52099999999999,82.80999999999997
81,2065456.0,2065966.0,82.81099999999998,83.05999999999996
82,2069816.0,2070308.0,84.93999999999998,85.18
84,2070310.0,2070492.0,85.181,85.26999999999998
85,2070494.0,2070635.0,85.27099999999999,85.33999999999997
86,2070719.0,2071270.0,85.381,85.65
87,2071395.0,2071946.0,85.71100000000003,85.97999999999999
88,2071948.0,2072069.0,85.98099999999998,86.03999999999996
89,2072194.0,2072950.0,86.101,86.46999999999998
90,2072952.0,2073236.0,86.47099999999999,86.60999999999997
91,2073341.0,2073974.0,86.661,86.96999999999997
92,2074854.0,2075407.0,87.39999999999999,87.67
93,2075409.0,2076800.0,87.671,88.34999999999997
94,2078111.0,2078459.0,88.99,89.16
95,2078461.0,2078889.0,89.161,89.37
96,2078891.0,2079094.0,89.371,89.46999999999998
97,2079096.0,2079360.0,89.47099999999998,89.59999999999998
98,2079464.0,2079687.0,89.651,89.76
99,2079690.0,2080425.0,89.761,90.12
100,2080427.0,2081098.0,90.121,90.44860841423946
101,2082063.0,2082493.0,90.92,91.13
102,2082495.0,2082923.0,91.131,91.34
103,2083007.0,2083988.0,91.381,91.85999999999996
104,2087613.0,2087961.0,93.6299677363028,93.8
105,2087963.0,2088187.0,93.801,93.91
106,2088189.0,2088596.0,93.911,94.10999999999994
107,2088803.0,2089395.0,94.211,94.5
108,2102727.0,2103035.0,101.01,101.16
109,2103037.0,2103403.0,101.161,101.34
110,2103405.0,2103772.0,101.341,101.52
111,2103772.0,2103895.0,101.51999999999995,101.57999999999998
112,2103897.0,2104038.0,101.58099999999996,101.65
113,2104040.0,2104345.0,101.651,101.8
114,2104470.0,2104763.0,101.86084142394822,102.00404530744336
116,2104960.0,2105251.0,102.10032362459548,102.2423948220064
117,2105259.0,2105668.0,102.24595469255664,102.44595469255664
118,2134958.0,2136229.0,116.747572815534,117.36828478964404
119,2137351.0,2138573.0,117.915857605178,118.5124595469256
120,2138577.0,2139000.0,118.51456310679612,118.72135922330098
121,2139306.0,2140392.0,118.87055016181228,119.40064744671574
122,2143773.0,2145100.0,121.05177993527508,121.6998380889398
123,2146514.0,2147210.0,122.39,122.73
124,2147206.0,2148050.0,122.72786402828864,123.13999999999996
125,2149480.0,2149648.0,123.83818770226536,123.92055016181232
126,2150262.0,2151101.0,124.22,124.63
127,2151103.0,2151327.0,124.63084142394816,124.73999999999997
129,2151329.0,2151839.0,124.74099999999996,124.98999999999998
130,2151841.0,2152985.0,124.991,125.55
131,2154054.0,2154531.0,126.07174757281553,126.30469255663428
132,2154644.0,2155218.0,126.36,126.64
133,2155220.0,2155586.0,126.641,126.81999999999998
134,2155629.0,2156447.0,126.841,127.23999999999998
135,2156633.0,2157348.0,127.33100000000002,127.68
136,2157350.0,2157716.0,127.681,127.86
137,2157718.0,2158117.0,127.861,128.05556634304202
138,2158762.0,2158945.0,128.3705825242718,128.46
