original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,859693.0,860139.0,26.531211750306,26.74345165238677,,4,This
1,860141.0,860552.0,26.744186046511626,26.944553243574067,This,7,is
2,860552.0,860932.0,26.94492044063648,27.13653610771113,This is,11,the
3,860930.0,863007.0,27.13586291309669,28.151346389228888,This is the,21,Asgardian
4,863008.0,864538.0,28.151774785801724,28.89100367197065,This is the Asgardian,29,refugee
5,864538.0,865681.0,28.89106487148103,29.44810281517747,This is the Asgardian refugee,36,vessel
6,866022.0,867330.0,29.60832313341493,30.246817625458984,This is the Asgardian refugee vessel,46,Statesman
7,874241.0,874586.0,33.62545899632803,33.78665850673192,,2,We
8,874586.0,874828.0,33.78702570379437,33.905201958384325,We,6,are
9,874827.0,875419.0,33.90452876376989,34.20104039167688,We are,12,under
10,875418.0,876325.0,34.200734394124844,34.643757649938784,We are under,20,assault
11,877039.0,877317.0,34.99388004895961,35.129559363525104,We are under assault,22,I
12,877320.0,878163.0,35.13096695226438,35.54357405140755,We are under assault I,29,repeat
13,878195.0,878516.0,35.55936352509176,35.71566707466338,We are under assault I repeat,32,we
14,878512.0,878732.0,35.71358629130967,35.812178702570364,We are under assault I repeat we,36,are
15,878730.0,879321.0,35.81150550795593,36.10801713586288,We are under assault I repeat we are,42,under
16,879315.0,880658.0,36.10526315789473,36.74412484700122,We are under assault I repeat we are under,50,assault
17,881639.0,881861.0,37.223990208078334,37.34216646266829,,3,The
18,881875.0,882678.0,37.34883720930233,37.747796817625456,The,11,engines
19,882678.0,882987.0,37.74785801713586,37.89051407588739,The engines,15,are
20,882986.0,883721.0,37.88984088127295,38.25875152998774,The engines are,20,dead
21,884358.0,884938.0,38.56058751529988,38.84381884944919,The engines are dead,25,life
22,884934.0,885835.0,38.84210526315789,39.29981640146878,The engines are dead life,33,support
23,885841.0,887188.0,39.30232558139535,39.943635250918,The engines are dead life support,41,failing
24,889423.0,891024.0,41.0379436964504,41.81946144430844,,10,Requesting
25,891023.0,891852.0,41.81884944920443,42.23078335373319,Requesting,14,aid
26,891856.0,892201.0,42.23255813953488,42.39339045287637,Requesting aid,19,from
27,892197.0,893015.0,42.391676866585065,42.80850673194614,Requesting aid from,23,any
28,893014.0,893796.0,42.807833537331696,43.18127294981638,Requesting aid from any,30,vessel
29,893798.0,894561.0,43.18237454100368,43.54602203182375,Requesting aid from any vessel,37,within
30,894568.0,895363.0,43.549571603427175,43.939106487148095,Requesting aid from any vessel within,43,range
31,895516.0,895766.0,44.014687882496936,44.12692778457773,,2,We
32,895767.0,896222.0,44.12729498164015,44.358078335373335,We,6,are
33,896231.0,897623.0,44.36230110159119,45.04247246022032,We are,13,twenty
35,897624.0,898352.0,45.04283965728272,45.39706242350061,We are twenty two,22,jump
36,898349.0,899004.0,45.395348837209305,45.71003671970623,We are twenty two jump,29,points
37,899007.0,899392.0,45.71113831089351,45.907649938800496,We are twenty two jump points,33,out
38,899396.0,899647.0,45.90942472460221,46.01468788249693,We are twenty two jump points out,36,of
39,899642.0,901365.0,46.01223990208075,46.86413708690329,We are twenty two jump points out of,43,Asgard
40,903760.0,904312.0,48.041615667074666,48.30422276621788,,3,Our
41,904316.0,904803.0,48.30599755201958,48.53537331701342,Our,8,crew
42,904804.0,905047.0,48.53610771113831,48.66303549571602,Our crew,11,is
43,905048.0,905513.0,48.663402692778455,48.89767441860464,Our crew is,16,made
44,905514.0,905719.0,48.8984088127295,48.9984088127295,Our crew is made,19,up
45,905720.0,905999.0,48.99877600979191,49.1281517747858,Our crew is made up,22,of
46,906000.0,907692.0,49.12851897184822,49.96285189718484,Our crew is made up of,32,Asgardian
47,907924.0,908967.0,50.06119951040392,50.58996328029376,Our crew is made up of Asgardian,41,families
48,908962.0,909331.0,50.58751529987762,50.758873929008544,,2,we
49,909331.0,909676.0,50.758873929008566,50.934394124847,we,7,have
50,909677.0,910267.0,50.93512851897184,51.21346389228885,we have,12,very
51,910274.0,910718.0,51.21664626682987,51.42784577723375,we have very,16,few
52,910717.0,911718.0,51.427172582619335,51.91774785801712,we have very few,25,soldiers
53,911721.0,912330.0,51.91921664626683,52.22447980416157,we have very few soldiers,30,here
54,912709.0,913130.0,52.41615667074663,52.61615667074663,,4,This
55,913131.0,913618.0,52.61689106487148,52.85397796817627,This,7,is
56,913619.0,914652.0,52.85434516523867,53.3593023255814,This is,11,not
57,914822.0,915085.0,53.434516523867806,53.56285189718482,This is not,13,a
58,915088.0,916547.0,53.56425948592411,54.287392900856766,This is not a,22,warcraft
59,916550.0,916790.0,54.28886168910649,54.39761321909421,,1,I
60,916793.0,917650.0,54.39902080783353,54.80917992656055,I,8,repeat
61,917652.0,918006.0,54.81028151774787,54.99314565483477,I repeat,13,this
62,918007.0,918286.0,54.99388004895961,55.12815177478581,I repeat this,16,is
63,918281.0,918834.0,55.12607099143207,55.39602203182376,I repeat this is,20,not
64,918837.0,919134.0,55.39779681762546,55.54326805385559,I repeat this is not,22,a
65,919136.0,920624.0,55.54467564259486,56.26291309669517,I repeat this is not a,31,warcraft
66,948588.0,949221.0,69.93145654834771,70.23916768665855,,4,Hear
67,949217.0,950146.0,70.23745410036717,70.68261933904527,Hear,7,me
68,951805.0,952354.0,71.49572827417386,71.76166462668311,Hear me,11,and
69,952354.0,954221.0,71.76160342717264,72.67614443084464,Hear me and,19,rejoice
70,962517.0,962771.0,76.73,76.8455201958385,,3,You
71,962769.0,963150.0,76.84494492044064,77.02307221542229,You,8,have
72,963152.0,963608.0,77.02407221542234,77.26307221542234,You have,12,had
73,963605.0,963803.0,77.26162423500614,77.35062423500614,You have had,16,the
74,963870.0,965146.0,77.38344798041615,78.03145654834768,You have had the,26,privilege
75,967246.0,967588.0,79.04,79.21,You have had the privilege,29,of
76,967590.0,967944.0,79.21099999999996,79.37593635250921,You have had the privilege of,35,being
77,967941.0,969217.0,79.37448837209308,79.99676866585075,You have had the privilege of being,41,saved
78,969369.0,969786.0,80.0712080783354,80.28286413708695,You have had the privilege of being saved,44,by
79,969788.0,970027.0,80.28386413708688,80.39286413708687,You have had the privilege of being saved by,48,the
80,970024.0,971200.0,80.3914161566708,80.9662545899633,You have had the privilege of being saved by the,54,great
81,971248.0,972251.0,80.99,81.47891064871483,You have had the privilege of being saved by the great,60,Titan
82,978944.0,979147.0,84.76,84.85,,3,You
83,979149.0,979430.0,84.851,84.98838433292542,You,7,may
84,979427.0,980161.0,84.98693635250918,85.32838433292532,You may,13,think
85,980163.0,980573.0,85.32938433292539,85.54572827417384,You may think,18,this
86,980575.0,980896.0,85.54672827417386,85.69572827417386,You may think this,21,is
87,980899.0,981926.0,85.69672827417381,86.21572827417381,You may think this is,31,suffering
88,1018760.0,1019476.0,88.14776009791923,88.5044798041616,,2,No
89,1022981.0,1023366.0,90.21,90.39,,2,It
90,1023368.0,1023941.0,90.391,90.68,It,5,is
91,1023943.0,1025929.0,90.681,91.66,It is,15,salvation
93,1035469.0,1037273.0,96.32068543451652,97.20152998776,The,13,universal
94,1037274.0,1039080.0,97.20195838433293,98.0772337821297,The universal,20,scales
95,1040172.0,1040887.0,98.61,98.96,The universal scales,24,tip
96,1040934.0,1041889.0,98.9830318237454,99.45,The universal scales tip,31,toward
98,1043016.0,1044004.0,100.001,100.48348837209312,The universal scales tip toward balance,47,because
99,1044006.0,1044261.0,100.4844883720931,100.61,The universal scales tip toward balance because,50,of
100,1044263.0,1044692.0,100.611,100.81104039167695,The universal scales tip toward balance because of,55,your
