original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,821664.0,822013.0,47.15,47.32000000000001,,4,This
1,822015.0,822199.0,47.321000000000005,47.42000000000001,This,7,is
2,822201.0,822810.0,47.42100000000001,47.710000000000015,This is,13,Agent
3,822938.0,823509.0,47.791,48.06,This is Agent,20,Leland
4,823511.0,824139.0,48.061,48.35999999999999,This is Agent Leland,26,Turbo
5,825181.0,825415.0,48.87,48.99,,1,I
6,825418.0,825509.0,48.991,49.040000000000006,I,6,have
7,825511.0,825693.0,49.041,49.120000000000005,I have,8,a
8,825756.0,826291.0,49.151,49.42,I have a,14,flash
9,826293.0,827293.0,49.421,49.91,I have a flash,27,transmission
10,827356.0,827554.0,49.941,50.02,I have a flash transmission,31,for
11,827556.0,828003.0,50.021,50.250000000000014,I have a flash transmission for,37,Agent
12,828132.0,828397.0,50.311,50.45,I have a flash transmission for Agent,42,Finn
13,828397.0,829399.0,50.45,50.940894568690105,I have a flash transmission for Agent Finn,52,McMissile
14,833445.0,833809.0,52.9,53.09249201277957,,4,Finn
15,834376.0,834680.0,53.364217252396166,53.50255591054313,Finn,7,my
16,834748.0,835118.0,53.53674121405751,53.72699680511184,Finn my,13,cover's
18,835206.0,835405.0,53.77029712460067,53.86763578274759,Finn my cover's,20,been
19,835412.0,836604.0,53.871,54.46153354632587,Finn my cover's been,32,compromised
20,843865.0,843973.0,57.99361022364218,58.04776357827478,,3,You
21,843967.0,844101.0,58.04472843450479,58.12539936102237,You,6,won't
23,844280.0,844840.0,58.20447284345048,58.47140575079873,You won't,17,believe
24,844957.0,845091.0,58.52715654952077,58.59255591054316,You won't believe,22,what
25,845095.0,845295.0,58.594249201277954,58.69856230031948,You won't believe what,24,I
26,845503.0,845901.0,58.8,58.99000000000001,You won't believe what I,30,found
27,845903.0,846290.0,58.99100000000001,59.18,You won't believe what I found,34,out
28,846292.0,846764.0,59.181,59.41,You won't believe what I found out,39,here
29,847645.0,848030.0,59.85,60.03,,4,This
30,848032.0,848153.0,60.031,60.09000000000001,This,7,is
31,848237.0,848712.0,60.13100000000001,60.370000000000005,This is,14,bigger
32,848714.0,849017.0,60.371,60.510000000000005,This is bigger,19,than
33,849019.0,849654.0,60.51100000000001,60.83140575079873,This is bigger than,28,anything
34,849662.0,850017.0,60.834984025559145,61.00000000000001,This is bigger than anything,31,we've
36,850019.0,850366.0,61.001000000000005,61.17000000000001,This is bigger than anything we've,39,ever
37,850368.0,851057.0,61.17100000000001,61.51,This is bigger than anything we've ever,44,seen
38,851728.0,851940.0,61.83,61.94,This is bigger than anything we've ever seen,48,and
39,851942.0,852203.0,61.941,62.07,This is bigger than anything we've ever seen and,51,no
40,852205.0,852369.0,62.071,62.150000000000006,This is bigger than anything we've ever seen and no,55,one
41,852371.0,852735.0,62.151,62.32000000000001,This is bigger than anything we've ever seen and no one,60,even
42,852737.0,853206.0,62.321000000000005,62.56,This is bigger than anything we've ever seen and no one even,66,knows
43,853288.0,853495.0,62.60000000000001,62.71,This is bigger than anything we've ever seen and no one even knows,69,it
44,853497.0,854482.0,62.711,63.18999999999997,This is bigger than anything we've ever seen and no one even knows it,76,exists
45,857808.0,858262.0,64.8,65.03,,4,Finn
46,858625.0,858809.0,65.19,65.29,Finn,6,I
47,858811.0,859037.0,65.291,65.39999999999996,Finn I,11,need
48,859203.0,859810.0,65.481,65.78000000000002,Finn I need,18,backup
49,860730.0,861001.0,66.23,66.36,,3,But
50,861003.0,861283.0,66.361,66.48999999999997,But,6,don't
52,861428.0,861756.0,66.561,66.72999999999999,But don't,14,call
53,861758.0,861920.0,66.73099999999998,66.80999999999999,But don't call,18,the
54,861922.0,862646.0,66.81099999999998,67.16999999999996,But don't call the,26,cavalry
55,862648.0,862719.0,67.17099999999996,67.19999999999997,But don't call the cavalry,29,it
56,862803.0,863023.0,67.24099999999999,67.34999999999998,But don't call the cavalry it,35,could
57,863150.0,863517.0,67.40999999999998,67.58,But don't call the cavalry it could,40,blow
58,863519.0,863624.0,67.581,67.64999999999999,But don't call the cavalry it could blow,44,the
59,863626.0,864563.0,67.65099999999998,68.10999999999993,But don't call the cavalry it could blow the,54,operation
60,865463.0,865704.0,68.54888178913737,68.65,,3,And
61,865824.0,866052.0,68.71809265175719,68.8270926517572,And,6,be
62,866181.0,866909.0,68.8898402555911,69.25,And be,14,careful
63,867334.0,867501.0,69.45693290734826,69.54693290734825,,2,It's
65,867503.0,867813.0,69.5479329073483,69.68095846645377,It's,8,not
66,867920.0,868492.0,69.74099999999999,70.02999999999997,It's not,13,safe
67,868494.0,868898.0,70.03099999999996,70.21999999999997,It's not safe,17,out
68,868900.0,869430.0,70.22099999999998,70.48,It's not safe out,22,here
69,870141.0,870447.0,70.82747603833866,70.97859424920127,,2,Go
70,870645.0,871592.0,71.08,71.54837060702872,,12,Transmitting
71,871598.0,871858.0,71.55124600638979,71.66,Transmitting,15,my
72,871860.0,872336.0,71.661,71.89999999999999,Transmitting my,21,grids
73,872397.0,872710.0,71.931,72.08999999999997,Transmitting my grids,25,now
74,874463.0,874744.0,72.94,73.07,,4,Good
75,874744.0,875121.0,73.07,73.27028753993608,Good,9,luck
76,945620.0,945868.0,107.67,107.79999999999998,,3,All
77,945870.0,946174.0,107.801,107.94999999999996,All,9,right
78,946302.0,946829.0,108.01916932907348,108.26916932907348,All right,15,buddy
79,946829.0,947190.0,108.26916932907348,108.4456869009585,All right buddy,18,we're
81,947198.0,947812.0,108.45,108.74999999999996,All right buddy we're,26,here
82,949201.0,949553.0,109.43,109.60999999999996,,5,Right
83,949596.0,950002.0,109.63112779552723,109.82,Right,11,where
84,950004.0,950224.0,109.821,109.92999999999998,Right where,15,you
85,950466.0,950869.0,110.0385079872204,110.24402555910544,Right where you,20,paid
86,950883.0,951128.0,110.251,110.37,Right where you paid,23,me
87,951130.0,951273.0,110.371,110.43999999999998,Right where you paid me,26,to
88,951397.0,951864.0,110.511,110.73,Right where you paid me to,32,bring
89,951866.0,952209.0,110.731,110.9,Right where you paid me to bring,36,you
90,953993.0,954525.0,111.7711182108626,112.03999999999998,,8,Question
91,954527.0,954786.0,112.04099999999998,112.14999999999996,Question,11,is
92,954913.0,955852.0,112.221,112.67,Question is,15,why
93,958228.0,958739.0,113.84,114.08070287539928,,1,I'm
95,958739.0,959511.0,114.08099999999996,114.46999999999996,I'm,11,looking
96,960229.0,960480.0,114.82,114.93999999999998,I'm looking,15,for
97,960480.0,960661.0,114.93999999999998,115.01999999999998,I'm looking for,17,a
98,961014.0,961928.0,115.19488817891374,115.64201277955269,I'm looking for a,21,car
99,963036.0,964269.0,116.20095846645371,116.7933226837061,,3,Car
100,966465.0,966751.0,117.8662715654952,117.99846645367415,,3,Hey
101,966961.0,967309.0,118.10100000000004,118.27,Hey,7,pal
102,967311.0,967553.0,118.271,118.38,Hey pal,11,you
