original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,889427.0,890489.0,5.898637469586373,6.418637469586373,,4,Baba
1,891840.0,892260.0,7.08,7.29,,3,Yes
2,892262.0,892453.0,7.291,7.37133819951338,Yes,6,my
3,892450.0,893152.0,7.369905109489049,7.712433090024331,Yes my,10,son
4,894971.0,895198.0,8.6,8.728369829683697,,4,Tell
5,895200.0,895489.0,8.729369829683696,8.853771289537711,Tell,7,me
6,895481.0,895542.0,8.849905109489049,8.888637469586373,Tell me,9,a
7,895540.0,896619.0,8.887204379562041,9.412433090024331,Tell me a,15,story
8,900154.0,900578.0,11.15,11.34,,5,Which
9,900580.0,901073.0,11.341,11.59,Which,9,one
10,903162.0,903278.0,12.61,12.666472019464718,,3,The
11,903275.0,904044.0,12.665038929440389,13.044038929440386,The,9,story
12,904036.0,904232.0,13.040172749391726,13.13457420924574,The story,12,of
13,904224.0,905178.0,13.130708029197075,13.6,The story of,17,home
14,909474.0,911046.0,15.69,16.448905109489054,,8,Millions
15,911043.0,911323.0,16.44747201946474,16.585936739659388,Millions,11,of
16,911325.0,912011.0,16.58693673965938,16.920802919708038,Millions of,17,years
17,912013.0,912708.0,16.92180291970805,17.271897810218974,Millions of years,21,ago
18,914874.0,915061.0,18.328637469586383,18.428637469586384,Millions of years ago,23,a
19,915058.0,916527.0,18.427204379562053,19.127615571776143,Millions of years ago a,33,meteorite
20,916533.0,916944.0,19.13080291970804,19.33917274939174,Millions of years ago a meteorite,38,made
21,916941.0,917135.0,19.33773965936742,19.44,Millions of years ago a meteorite made,41,of
22,917131.0,918713.0,19.437834549878342,20.20559610705593,Millions of years ago a meteorite made of,51,vibranium
23,920255.0,920508.0,20.96,21.07350364963504,Millions of years ago a meteorite made of vibranium,55,the
24,920505.0,922214.0,21.07207055961072,21.9,Millions of years ago a meteorite made of vibranium the,65,strongest
25,922216.0,923320.0,21.901,22.44,Millions of years ago a meteorite made of vibranium the strongest,75,substance
26,923322.0,923649.0,22.441,22.61,Millions of years ago a meteorite made of vibranium the strongest substance,78,in
27,923652.0,923829.0,22.611,22.69,Millions of years ago a meteorite made of vibranium the strongest substance in,82,the
28,923831.0,925143.0,22.691,23.35,Millions of years ago a meteorite made of vibranium the strongest substance in the,91,universe
29,925727.0,926932.0,23.63,24.22,Millions of years ago a meteorite made of vibranium the strongest substance in the universe,98,struck
30,926934.0,927192.0,24.221,24.35,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck,102,the
31,927194.0,928248.0,24.351,24.85,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the,112,continent
32,928250.0,928414.0,24.851,24.928637469586388,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent,115,of
33,928411.0,929499.0,24.927204379562056,25.46,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of,122,Africa
34,934089.0,935392.0,27.72,28.34,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of Africa,132,affecting
35,935394.0,935635.0,28.341,28.46,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of Africa affecting,136,the
36,935637.0,936353.0,28.461,28.81,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of Africa affecting the,142,plant
37,936349.0,936888.0,28.80834549878348,29.08,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of Africa affecting the plant,147,life
38,936890.0,937640.0,29.081,29.439172749391737,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of Africa affecting the plant life,154,around
39,937647.0,938155.0,29.44260583941608,29.70002433090024,Millions of years ago a meteorite made of vibranium the strongest substance in the universe struck the continent of Africa affecting the plant life around,157,it
40,940247.0,940573.0,30.72,30.875669099756703,,3,And
41,940570.0,940867.0,30.87423600973237,31.00836982968371,And,8,when
42,940864.0,941079.0,31.006936739659384,31.13,And when,12,the
43,941081.0,941714.0,31.131,31.4313381995134,And when the,17,time
44,941721.0,942100.0,31.43477128953773,31.61,And when the time,20,of
45,942102.0,942605.0,31.611,31.87,And when the time of,24,men
46,942607.0,943312.0,31.871,32.22,And when the time of men,29,came
47,944415.0,945372.0,32.76,33.21,And when the time of men came,34,five
48,945374.0,946232.0,33.211,33.63,And when the time of men came five,41,tribes
49,946234.0,946767.0,33.631,33.90160583941605,And when the time of men came five tribes,49,settled
50,946774.0,947103.0,33.90503892944038,34.056204379562004,And when the time of men came five tribes settled,52,on
51,947095.0,947438.0,34.052338199513386,34.22,And when the time of men came five tribes settled on,55,it
52,947440.0,947933.0,34.221,34.47,And when the time of men came five tribes settled on it,59,and
53,947935.0,948620.0,34.471,34.806472019464714,And when the time of men came five tribes settled on it and,66,called
54,948632.0,949254.0,34.81233819951338,35.11,And when the time of men came five tribes settled on it and called,69,it
55,950658.0,952846.0,35.80369829683698,36.87072992700729,And when the time of men came five tribes settled on it and called it,77,Wakanda
56,958089.0,958391.0,39.43501216545019,39.565839416058445,,3,The
57,958400.0,959324.0,39.57,40.03863746958636,The,10,tribes
58,959321.0,959748.0,40.03720437956203,40.2540389294404,The tribes,16,lived
59,959740.0,960489.0,40.25017274939173,40.59841849148419,The tribes lived,19,in
60,960492.0,961835.0,40.6,41.26,The tribes lived in,28,constant
61,961837.0,962375.0,41.261,41.53,The tribes lived in constant,32,war
62,962377.0,962661.0,41.531,41.66107055961071,The tribes lived in constant war,37,with
63,962668.0,963082.0,41.66450364963503,41.85863746958636,The tribes lived in constant war with,42,each
64,963084.0,963681.0,41.85963746958637,42.16,The tribes lived in constant war with each,48,other
65,963683.0,965304.0,42.161,42.96301703163017,The tribes lived in constant war with each other,54,until
66,965511.0,965938.0,43.04484184914841,43.263236009732346,The tribes lived in constant war with each other until,56,a
67,965940.0,966912.0,43.26423600973234,43.74053527980535,The tribes lived in constant war with each other until a,64,warrior
68,966909.0,967916.0,43.73910218978102,44.23,The tribes lived in constant war with each other until a warrior,71,shaman
69,968201.0,969414.0,44.36075425790755,44.95403892944038,The tribes lived in constant war with each other until a warrior shaman,80,received
70,969416.0,969594.0,44.955038929440406,45.06,The tribes lived in constant war with each other until a warrior shaman received,82,a
71,969596.0,970569.0,45.061,45.52,The tribes lived in constant war with each other until a warrior shaman received a,89,vision
72,970571.0,971028.0,45.521,45.75,The tribes lived in constant war with each other until a warrior shaman received a vision,94,from
73,971030.0,971347.0,45.751,45.9,The tribes lived in constant war with each other until a warrior shaman received a vision from,98,the
74,971349.0,972252.0,45.901,46.35,The tribes lived in constant war with each other until a warrior shaman received a vision from the,106,panther
75,972254.0,973076.0,46.351,46.75,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther,114,goddess
76,973078.0,974173.0,46.751,47.27,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess,119,Bast
77,974821.0,975087.0,47.59,47.73649635036497,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast,123,who
78,975088.0,975585.0,47.73676399026762,47.97,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who,127,led
79,975587.0,976203.0,47.971,48.28,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led,131,him
80,976205.0,976563.0,48.281,48.45,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him,134,to
81,976565.0,976880.0,48.451,48.61,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to,138,the
82,976882.0,977838.0,48.611,49.07,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the,144,heart
83,978260.0,979400.0,49.26756690997567,49.84486618004866,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart,151,shaped
84,979632.0,980945.0,49.94647201946472,50.59659367396596,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped,156,herb
85,982359.0,982663.0,51.29,51.43,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped herb,158,A
86,982666.0,983598.0,51.431,51.88143552311435,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped herb A,164,plant
87,984312.0,984693.0,52.24294403892944,52.42,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped herb A plant,169,that
88,984695.0,985474.0,52.421,52.79350364963504,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped herb A plant that,177,granted
89,985461.0,985810.0,52.78720437956204,52.97,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped herb A plant that granted,181,him
90,985812.0,986447.0,52.971,53.27,The tribes lived in constant war with each other until a warrior shaman received a vision from the panther goddess Bast who led him to the heart shaped herb A plant that granted him,187,super
