start,end,est_idx,est_end_idx
147.86279296875,148.86279296875,302823,304871
148.36279296875,149.36279296875,303847,305895
148.86279296875,149.86279296875,304871,306919
149.36279296875,150.36279296875,305895,307943
149.86279296875,150.86279296875,306919,308967
150.36279296875,151.36279296875,307943,309991
150.86279296875,151.86279296875,308967,311015
151.36279296875,152.36279296875,309991,312039
151.86279296875,152.86279296875,311015,313063
152.36279296875,153.36279296875,312039,314087
152.86279296875,153.86279296875,313063,315111
153.36279296875,154.36279296875,314087,316135
153.86279296875,154.86279296875,315111,317159
154.36279296875,155.36279296875,316135,318183
154.86279296875,155.86279296875,317159,319207
155.36279296875,156.36279296875,318183,320231
155.86279296875,156.86279296875,319207,321255
156.36279296875,157.36279296875,320231,322279
156.86279296875,157.86279296875,321255,323303
157.36279296875,158.36279296875,322279,324327
157.86279296875,158.86279296875,323303,325351
158.36279296875,159.36279296875,324327,326375
158.86279296875,159.86279296875,325351,327399
159.36279296875,160.36279296875,326375,328423
159.86279296875,160.86279296875,327399,329447
160.36279296875,161.36279296875,328423,330471
160.86279296875,161.86279296875,329447,331495
161.36279296875,162.36279296875,330471,332519
161.86279296875,162.86279296875,331495,333543
162.36279296875,163.36279296875,332519,334567
162.86279296875,163.86279296875,333543,335591
163.36279296875,164.36279296875,334567,336615
163.86279296875,164.86279296875,335591,337639
164.36279296875,165.36279296875,336615,338663
164.86279296875,165.86279296875,337639,339687
165.36279296875,166.36279296875,338663,340711
165.86279296875,166.86279296875,339687,341735
166.36279296875,167.36279296875,340711,342759
166.86279296875,167.86279296875,341735,343783
167.36279296875,168.36279296875,342759,344807
167.86279296875,168.86279296875,343783,345831
168.36279296875,169.36279296875,344807,346855
168.86279296875,169.86279296875,345831,347879
169.36279296875,170.36279296875,346855,348903
169.86279296875,170.86279296875,347879,349927
170.36279296875,171.36279296875,348903,350951
170.86279296875,171.86279296875,349927,351975
171.36279296875,172.36279296875,350951,352999
171.86279296875,172.86279296875,351975,354023
172.36279296875,173.36279296875,352999,355047
172.86279296875,173.86279296875,354023,356071
173.36279296875,174.36279296875,355047,357095
173.86279296875,174.86279296875,356071,358119
174.36279296875,175.36279296875,357095,359143
174.86279296875,175.86279296875,358119,360167
175.36279296875,176.36279296875,359143,361191
175.86279296875,176.86279296875,360167,362215
224.25390625,225.25390625,459272,461320
224.75390625,225.75390625,460296,462344
225.25390625,226.25390625,461320,463368
225.75390625,226.75390625,462344,464392
226.25390625,227.25390625,463368,465416
226.75390625,227.75390625,464392,466440
227.25390625,228.25390625,465416,467464
227.75390625,228.75390625,466440,468488
228.25390625,229.25390625,467464,469512
228.75390625,229.75390625,468488,470536
229.25390625,230.25390625,469512,471560
229.75390625,230.75390625,470536,472584
230.25390625,231.25390625,471560,473608
230.75390625,231.75390625,472584,474632
231.25390625,232.25390625,473608,475656
231.75390625,232.75390625,474632,476680
232.25390625,233.25390625,475656,477704
232.75390625,233.75390625,476680,478728
233.25390625,234.25390625,477704,479752
233.75390625,234.75390625,478728,480776
234.25390625,235.25390625,479752,481800
234.75390625,235.75390625,480776,482824
235.25390625,236.25390625,481800,483848
235.75390625,236.75390625,482824,484872
236.25390625,237.25390625,483848,485896
236.75390625,237.75390625,484872,486920
237.25390625,238.25390625,485896,487944
237.75390625,238.75390625,486920,488968
238.25390625,239.25390625,487944,489992
238.75390625,239.75390625,488968,491016
239.25390625,240.25390625,489992,492040
239.75390625,240.75390625,491016,493064
240.25390625,241.25390625,492040,494088
240.75390625,241.75390625,493064,495112
241.25390625,242.25390625,494088,496136
241.75390625,242.75390625,495112,497160
