original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,775032.0,775281.0,33.64536741214057,33.78370607028751,,2,Is
1,775281.0,775708.0,33.78370607028751,33.98370607028751,Is,7,this
2,775708.0,776334.0,33.98370607028751,34.28817891373798,Is this,10,on
3,776704.0,777114.0,34.46964856230032,34.66102236421725,,4,That's
5,777114.0,778136.0,34.66102236421725,35.16134185303517,That's,11,fine
6,778354.0,778618.0,35.26837060702876,35.404632587859375,,1,I
7,778618.0,779226.0,35.404632587859375,35.71006389776352,I,6,mean
8,779596.0,779919.0,35.88258785942484,36.03258785942484,I mean,10,can
9,780017.0,780513.0,36.08051118210851,36.33051118210851,I mean can,16,break
10,780513.0,893790.0,36.33051118210851,36.654952076677226,I mean can break,24,through
11,893790.0,894429.0,36.654952076677226,36.95926517571878,I mean can break through,30,walls
12,894429.0,894693.0,36.95926517571878,37.07955271565484,I mean can break through walls,32,I
13,894693.0,895102.0,37.07955271565484,37.27955271565484,I mean can break through walls I,37,just
14,895102.0,895643.0,37.27955271565484,37.5519169329072,I mean can break through walls I just,40,can't
16,896621.0,897084.0,38.03083067092645,38.247763578274686,,4,That's
18,897084.0,897475.0,38.247763578274686,38.44776357827469,That's,11,fine
19,897559.0,897741.0,38.4888178913738,38.57715654952072,,1,I
20,897741.0,897966.0,38.57715654952072,38.69616613418524,I,4,can't
22,897966.0,898292.0,38.69616613418524,38.84616613418524,I can't,11,get
23,898292.0,898810.0,38.84616613418524,39.10686900958459,I can't get,16,this
24,899040.0,899947.0,39.22044728434505,39.66230031948882,I can't get this,19,on
25,907881.0,908575.0,43.53,43.87,,5,Every
26,908577.0,910073.0,43.871,44.61,Every,15,superhero
27,910162.0,910627.0,44.65319488817891,44.87319488817891,Every superhero,19,has
28,910623.0,910745.0,44.871,44.93,Every superhero has,21,a
29,910747.0,911503.0,44.931,45.3012460063898,Every superhero has a,28,secret
30,911564.0,912791.0,45.331,45.93,Every superhero has a secret,37,identity
31,912793.0,912955.0,45.931,46.01,,1,I
32,912957.0,913267.0,46.011,46.17,I,4,don't
34,913269.0,913570.0,46.171,46.3,I don't,12,know
35,913572.0,913713.0,46.301,46.37,I don't know,14,a
36,913715.0,914345.0,46.371,46.68,I don't know a,21,single
37,914347.0,914859.0,46.681,46.94,I don't know a single,25,one
38,914861.0,915084.0,46.941,47.05,I don't know a single one,29,who
39,915086.0,916002.0,47.051,47.49805111821087,I don't know a single one who,34,doesn't
41,916494.0,916846.0,47.73,47.91,,3,Who
42,916848.0,917497.0,47.911,48.22,Who,9,wants
43,917499.0,917763.0,48.221,48.35,Who wants,13,the
44,917824.0,918868.0,48.379753993610194,48.89763578274763,Who wants the,22,pressure
45,918916.0,919179.0,48.921,49.05,Who wants the pressure,25,of
46,919181.0,919799.0,49.051,49.34444089456871,Who wants the pressure of,31,being
47,919853.0,921122.0,49.371,50.0,Who wants the pressure of being,37,super
48,921124.0,921633.0,50.001,50.24,Who wants the pressure of being super,41,all
49,921635.0,921815.0,50.241,50.33,Who wants the pressure of being super all,45,the
50,921850.0,922532.0,50.34697444089456,50.68,Who wants the pressure of being super all the,50,time
51,927094.0,927322.0,52.91763578274762,53.03,,2,Of
52,927324.0,928033.0,53.031,53.36763578274763,Of,9,course
53,928092.0,928295.0,53.38780511182109,53.48680511182109,Of course,11,I
54,928310.0,928580.0,53.49419488817891,53.63444089456871,Of course I,16,have
55,928634.0,928776.0,53.661,53.73,Of course I have,18,a
56,928778.0,929653.0,53.731,54.16763578274762,Of course I have a,25,secret
57,929685.0,931174.0,54.191,54.91,Of course I have a secret,34,identity
58,931277.0,931582.0,54.96,55.11,,3,Can
59,931584.0,931825.0,55.111,55.22,Can,7,you
60,931827.0,932156.0,55.221,55.39,Can you,11,see
61,932158.0,932370.0,55.391,55.49444089456872,Can you see,14,me
62,932398.0,932600.0,55.50822044728436,55.60722044728436,Can you see me,17,in
63,932628.0,932904.0,55.621,55.74568690095852,Can you see me in,22,this
64,932919.0,933095.0,55.75307667731634,55.83971246006397,Can you see me in this,25,at
65,933222.0,933767.0,55.911,56.16,Can you see me in this at,29,the
66,933769.0,934434.0,56.161,56.50268370607024,Can you see me in this at the,32,um
67,934566.0,934916.0,56.55,56.73,Can you see me in this at the um,35,at
68,934918.0,935370.0,56.731,56.96,Can you see me in this at the um at,39,the
69,935372.0,935739.0,56.961,57.14,Can you see me in this at the um at the,42,at
70,935741.0,935895.0,57.141,57.20846645367416,Can you see me in this at the um at the at,46,the
71,935942.0,937526.0,57.23183067092653,58.01290734824286,Can you see me in this at the um at the at the,58,supermarket
72,937896.0,938207.0,58.17680511182109,58.33680511182109,,4,Come
73,938215.0,939010.0,58.341,58.73,Come,7,on
74,939386.0,939647.0,58.90456869009591,59.05,Come on,11,Who'd
76,939649.0,939990.0,59.051,59.208051118210896,Come on Who'd,17,wan
78,940018.0,940223.0,59.221830670926536,59.34,Come on Who'd wan na,23,go
79,940225.0,941037.0,59.341,59.72,Come on Who'd wan na go,32,shopping
80,941039.0,941180.0,59.721,59.79,Come on Who'd wan na go shopping,35,as
81,941212.0,942528.0,59.8053674121406,60.44,Come on Who'd wan na go shopping as,46,Elastigirl
82,942530.0,942653.0,60.441,60.501246006389806,,3,you
83,942675.0,942742.0,60.511830670926535,60.56,you,8,know
84,942744.0,942965.0,60.561,60.66987220447291,you know,13,what
85,942965.0,943091.0,60.66987220447291,60.723067092651824,you know what,15,I
86,943135.0,943704.0,60.74456869009589,61.03,you know what I,20,mean
87,948075.0,948790.0,63.15,63.5,,5,Super
88,948792.0,949611.0,63.501,63.90929712460068,Super,12,ladies
