original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,972458.0,972962.0,40.54765957446809,40.79085106382977,,6,Things
1,972968.0,973181.0,40.79397872340418,40.89787234042549,Things,10,are
2,973196.0,973687.0,40.90525531914895,41.13936170212766,Things are,16,never
3,973711.0,974206.0,41.151,41.4,Things are never,20,gon
5,974208.0,974468.0,41.401,41.53,Things are never gon na,26,be
6,974470.0,974636.0,41.531,41.62042553191487,Things are never gon na be,30,the
7,974642.0,975655.0,41.623553191489314,42.1,Things are never gon na be the,35,same
8,975657.0,976333.0,42.101,42.44,Things are never gon na be the same,39,now
9,978116.0,978359.0,43.30908510638298,43.43255319148935,,1,I
10,978379.0,978769.0,43.44206382978725,43.62425531914895,I,6,mean
11,978780.0,979071.0,43.63,43.77042553191487,I mean,11,look
12,979091.0,979318.0,43.77993617021275,43.89851063829786,I mean look,14,at
13,979342.0,979995.0,43.91014893617019,44.22212765957447,I mean look at,19,this
14,982467.0,982677.0,45.42100000000003,45.5378723404256,,3,You
15,982686.0,982947.0,45.542553191489326,45.67978723404247,You,7,got
16,982955.0,984181.0,45.68355319148933,46.27,You got,14,aliens
17,987262.0,987593.0,47.77404255319146,47.9263829787234,You got aliens,18,you
18,987587.0,988110.0,47.92312765957447,48.18553191489361,You got aliens you,23,have
19,988129.0,988601.0,48.19504255319149,48.42,You got aliens you have,27,big
20,988603.0,989381.0,48.421,48.81,You got aliens you have big,33,green
21,989383.0,990204.0,48.811,49.21,You got aliens you have big green,38,guys
22,990206.0,990887.0,49.211,49.55595744680849,You got aliens you have big green guys,46,tearing
23,990893.0,991609.0,49.55914893617016,49.89,You got aliens you have big green guys tearing,51,down
24,991624.0,992861.0,49.89738297872341,50.50297872340428,You got aliens you have big green guys tearing down,61,buildings
25,994205.0,994390.0,51.17021276595744,51.2406382978723,,4,When
26,994396.0,994528.0,51.2437659574468,51.32106382978715,When,6,I
27,994541.0,994714.0,51.32765957446807,51.42021276595742,When I,10,was
28,994725.0,994951.0,51.42553191489359,51.52234042553192,When I was,12,a
29,994997.0,995386.0,51.54468085106381,51.74574468085108,When I was a,16,kid
30,995393.0,995634.0,51.7489361702128,51.86063829787236,When I was a kid,18,I
31,995655.0,995941.0,51.871,52.0074468085106,When I was a kid I,23,used
32,995953.0,996191.0,52.01270212765956,52.14,When I was a kid I used,26,to
33,996193.0,996995.0,52.141,52.52191489361704,When I was a kid I used to,31,draw
34,997006.0,998217.0,52.52717021276596,53.11,When I was a kid I used to draw,39,cowboys
35,998219.0,998390.0,53.111,53.1946808510638,When I was a kid I used to draw cowboys,43,and
36,998410.0,999607.0,53.20419148936168,53.81,When I was a kid I used to draw cowboys and,51,Indians
37,1000405.0,1000877.0,54.18255319148934,54.42,,2,Um
38,1001293.0,1001853.0,54.62319148936168,54.908723404255305,Um,11,actually
39,1001854.0,1002371.0,54.90957446808508,55.15,Um actually,14,it's
41,1002874.0,1003477.0,55.39936170212765,55.70170212765955,Um actually it's,23,Native
42,1003496.0,1004538.0,55.71121276595744,56.216382978723416,Um actually it's Native,32,American
43,1004570.0,1004852.0,56.23227659574464,56.353829787234005,Um actually it's Native American,36,but
44,1009686.0,1010229.0,58.71914893617022,58.99,,4,Yeah
45,1010657.0,1010766.0,59.19361702127667,59.24680851063833,Yeah,6,I'll
47,1010757.0,1010891.0,59.2425531914894,59.3212765957447,Yeah I'll,14,tell
48,1010899.0,1011028.0,59.32553191489361,59.38829787234041,Yeah I'll tell,18,you
49,1011024.0,1011402.0,59.38638297872341,59.56106382978723,Yeah I'll tell you,23,what
50,1011447.0,1012091.0,59.58334042553189,59.9,Yeah I'll tell you what,30,though
51,1016183.0,1016535.0,61.89270212765956,62.05723404255319,,2,Ain't
53,1016563.0,1016993.0,62.071,62.29042553191487,Ain't,9,bad
54,1017008.0,1017209.0,62.29780851063828,62.394255319148925,Ain't bad,12,is
55,1017234.0,1017447.0,62.39738297872338,62.501276595744656,Ain't bad is,15,it
56,1021028.0,1021735.0,64.26,64.59808510638295,,2,No
57,1021772.0,1023135.0,64.61823404255318,65.29,,4,Yeah
58,1024183.0,1024812.0,65.8,66.12,,3,Kid's
60,1024814.0,1025117.0,66.121,66.25680851063827,Kid's,9,got
61,1025124.0,1025216.0,66.25993617021274,66.30531914893614,Kid's got,11,a
62,1025232.0,1026301.0,66.31270212765955,66.84,Kid's got a,18,future
63,1028275.0,1028989.0,67.80361702127652,68.16,,4,Yeah
64,1028991.0,1030074.0,68.161,68.67510638297875,Yeah,9,well
65,1033517.0,1034039.0,70.36170212765961,70.61170212765961,Yeah well,12,we'll
67,1034047.0,1034678.0,70.61702127659586,70.92872340425555,Yeah well we'll,19,see
68,1034680.0,1035042.0,70.92978723404255,71.10106382978731,Yeah well we'll see,21,I
69,1035079.0,1035898.0,71.12127659574462,71.52234042553185,Yeah well we'll see I,27,guess
70,1087178.0,1087739.0,96.56021276595736,96.82553191489365,,2,No
71,1087754.0,1088304.0,96.83291489361704,97.1123404255319,No,6,hey
72,1091550.0,1091764.0,98.69,98.81,No hey,10,you
73,1091766.0,1092328.0,98.811,99.07191489361698,No hey you,13,can't
75,1092335.0,1093221.0,99.07504255319144,99.51212765957447,No hey you can't,20,saw
76,1093218.0,1093584.0,99.511,99.6987234042553,No hey you can't saw,28,through
77,1093586.0,1093945.0,99.69972340425532,99.87255319148932,No hey you can't saw through,33,that
78,1093938.0,1094826.0,99.86929787234038,100.29,No hey you can't saw through that,39,stuff
79,1096691.0,1097072.0,101.20553191489356,101.39553191489355,,5,These
80,1097117.0,1098096.0,101.41780851063828,101.8974468085106,These,11,alien
81,1098137.0,1099287.0,101.91759574468084,102.48063829787228,These alien,20,bastards
82,1099307.0,1099680.0,102.49014893617016,102.67,These alien bastards,24,are
83,1099708.0,1100765.0,102.6837659574468,103.21,These alien bastards are,30,tough
84,1100930.0,1101211.0,103.29085106382978,103.42,,3,You
85,1101213.0,1101589.0,103.421,103.58659574468084,You,7,got
87,1101604.0,1102193.0,103.59397872340423,103.89,You got ta,14,use
88,1102253.0,1102889.0,103.911,104.23,You got ta use,20,stuff
89,1102891.0,1103295.0,104.231,104.43,You got ta use stuff,25,they
90,1103297.0,1104132.0,104.431,104.84,You got ta use stuff they,29,use
91,1110373.0,1111189.0,107.89042553191484,108.29,,3,See
92,1111299.0,1111598.0,108.32340425531906,108.49468085106376,,3,All
93,1111591.0,1112122.0,108.49148936170212,108.74148936170212,All,9,right
94,1112351.0,1112625.0,108.83957446808508,108.99425531914892,All righ,11,All
95,1112618.0,1113112.0,108.991,109.22702127659576,All right.,15,right
96,1118931.0,1119377.0,112.07893617021271,112.28553191489362,,2,Oh
97,1119376.0,1120192.0,112.28510638297873,112.68191489361706,Oh,6,hey
98,1124213.0,1124568.0,114.64680851063832,114.81063829787232,Oh hey,11,glad
99,1124568.0,1124779.0,114.81063829787242,114.93085106382983,Oh hey glad,15,you
100,1124788.0,1125052.0,114.93510638297865,115.05659574468083,Oh hey glad you,21,could
101,1125054.0,1125614.0,115.05759574468084,115.32255319148932,Oh hey glad you could,26,join
102,1125616.0,1125921.0,115.32355319148932,115.4874468085106,Oh hey glad you could join,29,us
103,1125953.0,1127185.0,115.49057446808509,116.1,,9,Afternoon
104,1127920.0,1128139.0,116.45057446808516,116.56510638297873,,2,My
105,1128149.0,1128817.0,116.57036170212766,116.9,My,8,alarm
106,1128819.0,1129114.0,116.901,117.04,My alarm,12,didn't
108,1129116.0,1129377.0,117.041,117.16553191489356,My alarm didn't,18,go
109,1129388.0,1129496.0,117.1707872340425,117.2274468085106,My alarm didn't go,22,off
110,1129526.0,1130009.0,117.24191489361698,117.47,,4,Yeah
111,1130011.0,1130554.0,117.471,117.74,Yeah,9,yeah
112,1130556.0,1131106.0,117.741,118.01,Yeah yeah,14,yeah
113,1131108.0,1131538.0,118.011,118.20936170212764,Yeah yeah yeah,19,your
114,1131545.0,1132285.0,118.21248936170213,118.59,Yeah yeah yeah your,25,alarm
115,1132780.0,1133214.0,118.82595744680847,119.04297872340418,,4,Look
116,1133412.0,1133996.0,119.14185106382978,119.42,Look,9,just
117,1133998.0,1134334.0,119.421,119.57531914893616,Look just,12,go
118,1134516.0,1135061.0,119.66568085106384,119.94042553191484,Look just go,18,stack
119,1135140.0,1135401.0,119.97872340425536,120.11489361702128,Look just go stack,23,that
120,1135445.0,1136085.0,120.12057446808508,120.44085106382975,Look just go stack that,29,armor
