original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,812757.0,813351.0,39.01957284961965,39.31,,4,Here's
2,813353.0,813903.0,39.311,39.58,Here's,9,my
3,813905.0,814477.0,39.581,39.86,Here's my,13,day
4,814479.0,814931.0,39.861,40.09,Here's my day,16,so
5,814933.0,815802.0,40.091,40.507232299590406,Here's my day so,20,far
6,816955.0,817365.0,41.07,41.28,,4,Went
7,817367.0,817648.0,41.281,41.41,Went,7,to
8,817650.0,818775.0,41.411,41.96,Went to,12,jail
9,819633.0,820268.0,42.38,42.68,Went to jail,17,lost
10,820270.0,820397.0,42.681,42.76,Went to jail lost,21,the
11,820399.0,821007.0,42.761,43.05,Went to jail lost the,26,girl
12,821009.0,821152.0,43.051,43.13,Went to jail lost the girl,29,of
13,821154.0,821516.0,43.131,43.29,Went to jail lost the girl of,32,my
14,821518.0,822726.0,43.291,43.89,Went to jail lost the girl of my,39,dreams
15,822728.0,822973.0,43.891,44.01,Went to jail lost the girl of my dreams,43,and
16,822975.0,823398.0,44.011,44.21,Went to jail lost the girl of my dreams and,47,got
17,823400.0,823831.0,44.211,44.43,Went to jail lost the girl of my dreams and got,50,my
18,823833.0,824359.0,44.431,44.68,Went to jail lost the girl of my dreams and got my,55,butt
19,824361.0,825019.0,44.681,45.01,Went to jail lost the girl of my dreams and got my butt,62,kicked
20,825230.0,826002.0,45.12,45.49,Went to jail lost the girl of my dreams and got my butt kicked,69,pretty
21,826004.0,826880.0,45.491,45.92,Went to jail lost the girl of my dreams and got my butt kicked pretty,74,good
22,828434.0,829499.0,46.67,47.19,,5,Still
23,830748.0,831463.0,47.8,48.15,Still,12,things
24,831465.0,831894.0,48.151,48.36,Still things,18,could
25,831896.0,832266.0,48.361,48.55,Still things could,21,be
26,832268.0,832650.0,48.551,48.73,Still things could be,23,a
27,832652.0,833354.0,48.731,49.08,Still things could be a,27,lot
28,833676.0,835064.0,49.23,49.9,Still things could be a lot,33,worse
29,837696.0,838407.0,51.19425394967816,51.55,,2,Oh
30,838409.0,839079.0,51.551,51.87,Oh,7,that's
32,839081.0,839857.0,51.871,52.25,Oh that's,15,right
33,841923.0,842276.0,53.26,53.44,,1,I'm
35,842278.0,843154.0,53.441,53.86,I'm,11,falling
36,843156.0,843381.0,53.861,53.98,I'm falling,14,to
37,843383.0,843769.0,53.981,54.17,I'm falling to,17,my
38,843869.0,844785.0,54.21,54.65,I'm falling to my,23,death
39,846777.0,847265.0,55.64,55.87,,5,Guess
40,847267.0,847489.0,55.871,55.97,Guess,10,they
41,847491.0,848211.0,55.971,56.33,Guess they,13,can't
43,851093.0,851487.0,57.74,57.94,,3,How'd
45,851489.0,851705.0,57.941,58.03,How'd,8,it
46,851707.0,851950.0,58.031,58.15,How'd it,12,all
47,851952.0,852385.0,58.151,58.37,How'd it all,17,come
48,852387.0,852588.0,58.371,58.46,How'd it all come,20,to
49,852590.0,853042.0,58.461,58.69,How'd it all come to,25,this
50,853044.0,853226.0,58.691,58.78,How'd it all come to this,29,you
51,853228.0,854146.0,58.781,59.23,How'd it all come to this you,33,ask
52,857297.0,857937.0,60.77,61.09,,2,My
53,857939.0,858443.0,61.091,61.33,My,6,end
54,858445.0,859262.0,61.331,61.73,My end,13,starts
55,859264.0,859446.0,61.731,61.82,My end starts,16,at
56,859448.0,859648.0,61.821,61.91,My end starts at,20,the
57,859650.0,860523.0,61.911,62.33,My end starts at the,30,beginning
58,862306.0,862577.0,63.2,63.35,,3,The
59,862579.0,863723.0,63.351,63.91,The,8,very
60,863725.0,864872.0,63.911,64.46915725913367,The very,18,beginning
61,872796.0,873551.0,68.34,68.71,,3,Yes
62,875005.0,875451.0,69.42,69.63,Yes,8,that's
64,875453.0,875899.0,69.631,69.84,Yes that's,13,me
65,878254.0,878726.0,70.99957284961964,71.23,,1,I
66,878728.0,879133.0,71.231,71.42,I,5,had
67,879135.0,879279.0,71.421,71.5,I had,7,a
68,879281.0,880507.0,71.501,72.1,I had a,14,fairly
69,880509.0,881955.0,72.101,72.8,I had a fairly,23,standard
70,881959.0,883267.0,72.8019133996489,73.44,I had a fairly standard,33,childhood
71,885992.0,886277.0,74.78,74.91,,1,I
72,886279.0,886937.0,74.911,75.24,I,6,came
73,886939.0,887711.0,75.241,75.62,I came,11,from
74,887917.0,888343.0,75.72,75.92,I came from,16,what
75,888345.0,888634.0,75.921,76.07,I came from what,20,you
76,888636.0,889162.0,76.071,76.32,I came from what you,26,might
77,889164.0,890065.0,76.321,76.77,I came from what you might,31,call
78,890067.0,890247.0,76.771,76.85,I came from what you might call,33,a
79,890249.0,891088.0,76.851,77.27,I came from what you might call a,40,broken
80,891090.0,891911.0,77.271,77.67,I came from what you might call a broken,45,home
81,894939.0,895931.0,79.15,79.6346869514336,,9,Literally
