original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,1448470.0,1448730.0,75.36817891373812,75.5,,4,They
1,1448738.0,1449280.0,75.50419488817892,75.75319488817891,They,8,say
2,1449342.0,1451829.0,75.7923322683706,76.99968051118196,They say,15,Brandy
3,1452660.0,1453226.0,77.41214057507987,77.70047923322683,They say Brandy,21,fetch
4,1453290.0,1454908.0,77.71325878594254,78.50479233226837,They say Brandy fetch,29,another
5,1455066.0,1456522.0,78.5814696485623,79.30111821086265,They say Brandy fetch another,35,round
6,1456586.0,1456983.0,79.33226837060703,79.52699680511182,They say Brandy fetch another round,39,and
7,1456983.0,1457306.0,79.52699680511182,79.67699680511183,They say Brandy fetch another round and,43,she
8,1457306.0,1458170.0,79.67699680511183,80.09840255591052,They say Brandy fetch another round and she,50,serves
9,1458170.0,1458736.0,80.09840255591052,80.3814696485622,They say Brandy fetch another round and she serves,55,them
10,1459065.0,1460524.0,80.52715654952077,81.26373801916931,They say Brandy fetch another round and she serves them,63,whiskey
11,1460524.0,1460845.0,81.26373801916931,81.41373801916932,They say Brandy fetch another round and she serves them whiskey,67,and
12,1460845.0,1462549.0,81.41373801916932,82.23993610223621,They say Brandy fetch another round and she serves them whiskey and,72,wine
13,1508013.0,1508243.0,104.44568690095848,104.55,,4,Come
14,1508245.0,1508552.0,104.551,104.70651757188504,Come,7,on
15,1515903.0,1516378.0,108.30031948881788,108.5247603833866,,5,Where
16,1516378.0,1516557.0,108.5247603833866,108.61405750798728,Where,9,are
17,1516585.0,1516937.0,108.62776357827484,108.79,Where are,13,you
18,1516939.0,1518229.0,108.791,109.42,Where are you,20,taking
19,1518238.0,1518606.0,109.42419488817892,109.61319488817892,Where are you taking,23,me
20,1518671.0,1518882.0,109.64539936102244,109.73929712460068,,4,Come
21,1518903.0,1519069.0,109.74988178913743,109.84888178913744,Come,7,on
22,1519176.0,1519379.0,109.901,109.9819488817892,Come o,10,Come
23,1519382.0,1519604.0,109.99253354632594,110.10099041533547,Come on.,11,on
24,1521477.0,1521851.0,111.0,111.21,,4,Look
25,1523710.0,1524389.0,112.1080511182109,112.43290734824286,Loo,7,Look
26,1526125.0,1526748.0,113.28,113.59012779552722,,2,Oh
27,1526783.0,1527244.0,113.60710223642177,113.82610223642176,Oh,5,it's
29,1527427.0,1529094.0,113.91655910543128,114.73987220447286,Oh it's,17,beautiful
30,1530182.0,1530381.0,115.27,115.36,,1,I
31,1530383.0,1530624.0,115.361,115.4780511182109,I,5,was
32,1530645.0,1531319.0,115.48863578274762,115.82083067092654,I was,12,afraid
33,1531361.0,1531534.0,115.841,115.9238977635782,I was afraid,15,it
34,1531570.0,1532060.0,115.94166134185308,116.19041533546329,I was afraid it,21,wouldn't
36,1532083.0,1532588.0,116.201,116.44,I was afraid it wouldn't,29,take
37,1532590.0,1532690.0,116.441,116.49,I was afraid it wouldn't take,32,to
38,1532682.0,1532802.0,116.49419488817892,116.5524920127796,I was afraid it wouldn't take to,36,the
39,1532836.0,1533956.0,116.56946645367417,117.1168051118211,I was afraid it wouldn't take to the,41,soil
40,1534717.0,1534935.0,117.48,117.57763578274762,I was afraid it wouldn't take to the soil,45,but
41,1534957.0,1535105.0,117.58822044728436,117.67846645367416,I was afraid it wouldn't take to the soil but,48,it
42,1535227.0,1535820.0,117.721,118.01,I was afraid it wouldn't take to the soil but it,55,rooted
43,1535822.0,1536633.0,118.011,118.41638977635778,I was afraid it wouldn't take to the soil but it rooted,63,quickly
44,1537509.0,1537745.0,118.84319488817891,118.95888178913742,,3,And
45,1537760.0,1538598.0,118.96627156549523,119.37527156549524,And,8,soon
46,1540317.0,1540853.0,120.21,120.48,And soon,11,it'll
48,1540855.0,1541301.0,120.481,120.69,And soon it'll,17,be
49,1541608.0,1542967.0,120.85,121.49485623003198,And soon it'll be,28,everywhere
