original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,536137.0,536353.0,76.98402555910536,77.0988817891373,,3,You
1,537097.0,537729.0,77.45367412140575,77.75367412140575,You,7,can
3,538301.0,539128.0,78.05111821086263,78.44600638977624,You can not,16,pass
4,540672.0,541824.0,79.19169329073482,79.77172523961643,,7,Gandalf
5,553732.0,553957.0,85.5814696485623,85.68578274760377,,1,I
6,553970.0,554171.0,85.69217252396176,85.79217252396175,I,4,am
7,554171.0,554497.0,85.79217252396175,85.94217252396176,I am,8,the
8,554497.0,555198.0,85.94217252396176,86.29217252396175,I am the,16,servant
9,556300.0,557143.0,86.84025559105433,87.24249201277945,I am the servant,23,secret
10,557169.0,557562.0,87.25527156549514,87.45527156549514,I am the servant secret,28,fire
11,558636.0,559728.0,87.9776357827476,88.5161341853034,I am the servant secret fire,36,wielder
12,559728.0,559954.0,88.5161341853034,88.6161341853034,I am the servant secret fire wielder,39,of
13,559954.0,560091.0,88.6161341853034,88.6830670926517,I am the servant secret fire wielder of,43,the
14,560091.0,561310.0,88.6830670926517,89.28130990415318,I am the servant secret fire wielder of the,49,flame
15,561538.0,561743.0,89.38354632587833,89.48354632587832,I am the servant secret fire wielder of the flame,52,of
16,561762.0,563095.0,89.49313099041508,90.15207667731585,I am the servant secret fire wielder of the flame of,58,Arnor
17,580590.0,581039.0,98.68690095846644,98.91469648562304,,2,Go
18,581367.0,582109.0,99.07444089456862,99.4373801916932,Go,7,back
19,582296.0,582505.0,99.53035143769968,99.63035143769967,Go back,10,to
20,582505.0,582826.0,99.63035143769967,99.78035143769968,Go back to,14,the
21,582826.0,584064.0,99.78035143769968,100.39233226837044,Go back to the,21,shadow
22,588295.0,588601.0,102.46006389776358,102.61006389776358,,3,The
23,588726.0,589576.0,102.67076677316288,103.06884984025548,The,8,Dark
24,589772.0,590620.0,103.18210862619809,103.58019169329064,The Dark,13,fire
25,590620.0,591014.0,103.58019169329064,103.78019169329065,The Dark fire,18,will
26,591014.0,591499.0,103.78019169329065,104.0100638977634,The Dark fire will,22,not
27,591499.0,592340.0,104.0100638977634,104.4293929712458,The Dark fire will not,28,avail
28,592547.0,593292.0,104.52396166134186,104.89329073482428,The Dark fire will not avail,32,you
29,593777.0,594445.0,105.12140575079871,105.4576677316294,The Dark fire will not avail you,38,flame
30,594445.0,594766.0,105.4576677316294,105.608785942492,The Dark fire will not avail you flame,41,of
31,594766.0,595740.0,105.608785942492,106.08354632587864,The Dark fire will not avail you flame of,46,Udun
32,604065.0,606139.0,110.15015974440894,111.16597444089447,,3,You
33,606582.0,607820.0,111.39297124600634,111.98801916932892,You,9,shall
34,607982.0,609388.0,112.0670926517572,112.75383386581468,You shall,13,not
35,610011.0,611918.0,113.05750798722045,113.9891373801916,You shall not,18,pass
36,668795.0,669751.0,141.75718849840257,142.2246006389775,,2,No
37,670146.0,671507.0,142.42492012779553,143.09041533546335,No,5,No
38,672593.0,675660.0,143.62300319488818,145.10399361022357,,7,Gandalf
39,692358.0,693152.0,153.2747603833866,153.65159744408942,,3,Fly
40,693152.0,693467.0,153.65159744408942,153.79840255591054,Fly,7,you
41,693629.0,694748.0,153.8782747603833,154.42539936102207,Fly you,13,fools
42,696771.0,702697.0,155.42811501597444,158.31086261980795,,2,No
43,705199.0,708411.0,159.52396166134184,161.11038338658147,,7,Gandalf
44,855787.0,856027.0,233.06,233.17846645367416,,4,What
45,856042.0,856193.0,233.185856230032,233.26651757188503,What,7,is
46,856208.0,856400.0,233.2739073482429,233.37083067092647,What is,10,it
47,856441.0,856764.0,233.391,233.54041533546328,What is it,17,Mister
48,856786.0,857587.0,233.551,233.9322683706069,What is it Mister,23,Frodo
49,864235.0,864946.0,237.19,237.54,,7,Nothing
50,882760.0,883263.0,246.23,246.48166134185308,,4,Just
51,883284.0,883431.0,246.4922460063898,246.565143769968,Just,6,a
52,883438.0,884429.0,246.56872204472864,247.05306709265167,Just a,12,dream
53,914214.0,914550.0,261.6,261.75,,3,Can
54,914553.0,914723.0,261.751,261.85,Can,7,you
55,914726.0,915148.0,261.851,262.05,Can you,11,see
56,915150.0,915298.0,262.051,262.13,Can you see,15,the
57,915378.0,916317.0,262.1693290734824,262.6226837060709,Can you see the,22,bottom
58,918308.0,919017.0,263.59424920127793,263.9434504792334,,2,No
59,921244.0,921587.0,265.01277955271564,265.18929712460044,,2,Don't
61,921607.0,921935.0,265.19929712460026,265.3748562300318,Don't,10,look
62,922027.0,922622.0,265.411,265.6952715654949,Don't look,15,down
63,922716.0,923342.0,265.741,266.05763578274747,Don't look down,19,Sam
64,923390.0,923724.0,266.081,266.2340255591053,,4,Just
65,923758.0,924211.0,266.251,266.48,Just,9,keep
66,924213.0,925553.0,266.481,267.13507987220464,Just keep,15,going
67,947232.0,947852.0,277.70607028753994,278.0167731629393,,5,Catch
68,947852.0,948286.0,278.0167731629393,278.2222044728435,Catch,8,it
69,949023.0,949450.0,278.59105431309905,278.79105431309904,Catch it,13,grab
70,949450.0,949655.0,278.79105431309904,278.89105431309906,Catch it grab,16,it
71,949655.0,950091.0,278.89105431309906,279.1111821086262,Catch it grab it,23,Mister
72,950110.0,950728.0,279.1198402555907,279.43319488817906,Catch it grab it Mister,29,Frodo
73,958732.0,959365.0,283.3290734824281,283.6290734824281,,6,Mister
74,959365.0,960319.0,283.6290734824281,284.1123003194889,Mister,12,Frodo
75,968102.0,968231.0,287.9073482428115,287.9733226837062,,1,I
76,968475.0,968755.0,288.08306709265173,288.21805111821084,I,7,think
77,968755.0,968984.0,288.21805111821084,288.33514376996834,I think,9,I
78,969137.0,969599.0,288.41,288.63124600638974,I think I,15,found
79,969627.0,969761.0,288.6450255591053,288.71,I think I found,19,the
80,969884.0,970682.0,288.77,289.16252396166146,I think I found the,26,bottom
81,982782.0,983300.0,295.0670926517572,295.31821086262016,,4,Bogs
82,983505.0,983781.0,295.4185303514377,295.555750798722,Bogs,8,and
83,983781.0,984404.0,295.555750798722,295.86437699680533,Bogs and,13,rope
84,984404.0,984720.0,295.86437699680533,296.0143769968053,Bogs and rope,17,and
85,984860.0,985564.0,296.08306709265173,296.4255591054309,Bogs and rope and,26,goodness
86,985564.0,986058.0,296.4255591054309,296.6755591054309,Bogs and rope and goodness,32,knows
87,986058.0,986772.0,296.6755591054309,297.03210862619807,Bogs and rope and goodness knows,37,what
88,989298.0,989723.0,298.258785942492,298.458785942492,,2,It's
90,989723.0,990014.0,298.458785942492,298.608785942492,It's,8,not
91,990078.0,990992.0,298.64,299.08,It's not,16,natural
92,992530.0,992921.0,299.84,300.02166134185273,It's not natural,21,none
93,992956.0,993125.0,300.03863578274746,300.1116613418527,It's not natural none,24,of
94,993159.0,993538.0,300.12863578274744,300.3141533546324,It's not natural none of,27,it
95,1002245.0,1002604.0,304.58,304.7461022364214,,4,What's
97,1002645.0,1002966.0,304.76627156549506,304.93,What's,9,in
98,1002968.0,1003944.0,304.931,305.41,What's in,14,this
99,1005026.0,1005927.0,305.94,306.37,,7,Nothing
100,1009187.0,1009638.0,307.97,308.1848562300317,,4,Just
101,1009653.0,1009767.0,308.19224600638955,308.2476357827474,Just,6,a
102,1009815.0,1010001.0,308.271,308.3616613418528,Just a,10,bit
103,1010030.0,1010145.0,308.3754408945685,308.44,Just a bit,13,of
104,1010147.0,1011197.0,308.441,308.93862619808306,Just a bit of,23,seasoning
105,1012982.0,1013084.0,309.82,309.87,,1,I
106,1013086.0,1013369.0,309.871,309.99846645367387,I,9,thought
107,1013404.0,1013892.0,310.0154408945685,310.26319488817893,I thought,15,maybe
