original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,519389.0,519662.0,117.49,117.63021276595742,,4,What'd
2,519673.0,519794.0,117.63546808510635,117.69446808510637,What'd,10,the
3,519823.0,520444.0,117.70610638297872,118.01319148936167,What'd the,17,doctor
4,520472.0,521048.0,118.0269574468085,118.3,What'd the doctor,21,say
5,521410.0,522735.0,118.47829787234043,119.1306382978723,,7,Nothing
6,523400.0,524504.0,119.45,119.99,,10,Supposedly
7,524540.0,524810.0,120.01440425531916,120.1300000000001,Supposedly,13,it's
9,524810.0,525034.0,120.1300000000001,120.2534042553192,Supposedly it's,20,just
10,525047.0,525162.0,120.2597872340426,120.31191489361706,Supposedly it's just,22,a
11,525225.0,525741.0,120.34255319148936,120.60212765957444,Supposedly it's just a,29,twenty
12,525741.0,526139.0,120.60212765957444,120.80212765957444,Supposedly it's just a twenty,34,four
13,526139.0,526577.0,120.80212765957444,121.00212765957444,Supposedly it's just a twenty four,39,hour
14,526754.0,527862.0,121.08,121.64,Supposedly it's just a twenty four hour,43,bug
15,528043.0,528227.0,121.71,121.81,,2,He
16,528229.0,528641.0,121.811,122.01,He,7,gave
17,528643.0,528710.0,122.011,122.04382978723402,He gave,10,me
18,528730.0,529099.0,122.0533404255319,122.2259574468085,He gave me,15,some
19,529171.0,530038.0,122.261,122.70170212765954,He gave me some,21,pills
20,530047.0,530232.0,122.7059574468084,122.78191489361689,,1,I
21,530232.0,530630.0,122.78191489361689,122.98191489361687,I,6,told
22,530630.0,530855.0,122.98191489361687,123.08297872340408,I told,10,you
23,530872.0,531062.0,123.09148936170196,123.18404255319128,,3,You
24,531062.0,531789.0,123.18404255319128,123.54787234042531,You,12,probably
25,532053.0,532375.0,123.67,123.83531914893614,You probably,17,just
26,532398.0,532672.0,123.8469574468085,123.98170212765956,You probably just,21,ate
27,532716.0,533076.0,124.00185106382978,124.17,You probably just ate,26,some
28,533126.0,533588.0,124.19440425531916,124.43,You probably just ate some,30,bad
29,533590.0,534430.0,124.431,124.84,You probably just ate some bad,38,gristle
30,535052.0,535224.0,125.15255319148936,125.23,,2,We
31,535226.0,535556.0,125.231,125.39,We,7,take
32,535558.0,535702.0,125.391,125.46,We take,11,the
33,535704.0,536179.0,125.461,125.7,We take the,17,short
34,536182.0,536463.0,125.701,125.83531914893616,We take the short,21,cut
35,536513.0,536662.0,125.8597234042553,125.93,We take the short cut,24,or
36,536664.0,536866.0,125.931,126.03,We take the short cut or,28,the
37,536868.0,537538.0,126.031,126.36,We take the short cut or the,35,scenic
38,537579.0,538017.0,126.38,126.58531914893612,We take the short cut or the scenic,41,route
39,538569.0,538895.0,126.86,127.02,,3,Let's
41,538916.0,539229.0,127.03,127.19,Let's,10,take
42,539231.0,539418.0,127.191,127.27,Let's take,14,the
43,539420.0,539966.0,127.271,127.53,Let's take the,20,short
44,539969.0,540456.0,127.531,127.79,Let's take the short,24,cut
45,541483.0,541784.0,128.2808510638298,128.4308510638298,,3,But
46,541905.0,542080.0,128.49,128.58,But,7,the
47,542082.0,543045.0,128.581,129.05234042553164,But the,14,scenic
48,543138.0,543470.0,129.09,129.25,But the scenic,20,route
49,543472.0,543677.0,129.251,129.35,But the scenic route,23,is
50,543679.0,544163.0,129.351,129.59,But the scenic route is,26,so
51,544165.0,544636.0,129.591,129.82,But the scenic route is so,31,much
52,544678.0,545195.0,129.84014893617027,130.0855319148936,But the scenic route is so much,40,prettier
53,545212.0,546066.0,130.10234042553196,130.51234042553182,,4,Okay
54,546055.0,546814.0,130.5069574468085,130.89234042553207,Okay,8,let's
56,546932.0,547316.0,130.95,131.13,Okay let's,15,take
57,547322.0,547618.0,131.13312765957446,131.2721276595745,Okay let's take,19,the
58,547616.0,548339.0,131.271,131.63,Okay let's take the,26,scenic
59,548341.0,548882.0,131.631,131.88659574468073,Okay let's take the scenic,32,route
60,548992.0,549466.0,131.94,132.18,,5,Great
61,549788.0,549943.0,132.33595744680858,132.40595744680857,Great,8,It's
63,549997.0,550532.0,132.43248936170218,132.7,Great It's,19,actually
64,550591.0,551299.0,132.73276595744687,133.07,Great It's actually,28,slightly
65,551301.0,551812.0,133.071,133.32680851063847,Great It's actually slightly,36,quicker
66,551840.0,552687.0,133.34057446808518,133.73893617021244,Great It's actually slightly quicker,43,anyway
67,828802.0,829558.0,144.2829787234043,144.64574468085092,,5,Thank
68,829558.0,830232.0,144.64574468085092,144.9638297872336,Thank,9,you
69,849630.0,850007.0,154.4531914893617,154.62978723404248,,4,What
70,850111.0,850604.0,154.68085106382978,154.92978723404232,What,7,is
71,850614.0,850746.0,154.93446808510646,154.99042553191504,What is,9,a
72,850783.0,852618.0,155.00844680851068,155.89680851063824,What is a,15,squab
73,853160.0,853386.0,156.17,156.28,,3,You
74,853386.0,853609.0,156.28,156.39489361702138,You,8,know
75,853609.0,853826.0,156.39489361702138,156.48638297872378,You know,13,what
76,853829.0,853907.0,156.4972340425532,156.53531914893625,You know what,15,a
77,853935.0,854806.0,156.54908510638302,156.96553191489352,You know what a,21,squab
78,854815.0,855405.0,156.97,157.26808510638307,You know what a squab,24,is
79,855433.0,855640.0,157.2818510638298,157.38957446808516,,2,It's
81,855757.0,856094.0,157.431,157.60382978723408,It's,9,like
82,856114.0,856416.0,157.61334042553204,157.76234042553205,It's like,11,a
83,856545.0,857192.0,157.8271702127659,158.14170212765967,It's like a,18,pigeon
84,857272.0,857427.0,158.181,158.25,,1,I
85,857429.0,858338.0,158.251,158.7,I,9,suppose
86,859296.0,859600.0,159.17,159.31,,6,Should
87,859602.0,859807.0,159.311,159.41,Should,9,we
88,859809.0,860054.0,159.411,159.54,Should we,12,go
89,860056.0,860322.0,159.541,159.67,Should we go,20,through
90,860324.0,860508.0,159.671,159.76,Should we go through,24,the
91,860510.0,860842.0,159.761,159.92829787234055,Should we go through the,29,hole
92,860848.0,861208.0,159.93142553191504,160.1004255319151,Should we go through the hole,35,under
93,861264.0,861485.0,160.129085106383,160.24,Should we go through the hole under,39,the
94,861487.0,861943.0,160.241,160.45382978723416,Should we go through the hole under the,45,horse
95,862019.0,862450.0,160.491,160.71,Should we go through the hole under the horse,51,fence
96,862447.0,862589.0,160.70887234042556,160.77787234042555,Should we go through the hole under the horse fence,54,or
97,862595.0,863048.0,160.781,161.00446808510648,Should we go through the hole under the horse fence or,60,climb
98,863067.0,863223.0,161.0139787234043,161.09,Should we go through the hole under the horse fence or climb,64,the
