original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,859984.0,860578.0,39.01957284961965,39.31,,4,Here's
2,860580.0,861097.0,39.311,39.58,Here's,9,my
3,861099.0,861704.0,39.581,39.86,Here's my,13,day
4,861706.0,862192.0,39.861,40.09,Here's my day,16,so
5,862194.0,863027.0,40.091,40.507232299590406,Here's my day so,20,far
6,864181.0,864592.0,41.07,41.28,,4,Went
7,864594.0,864876.0,41.281,41.41,Went,7,to
8,864878.0,866002.0,41.411,41.96,Went to,12,jail
9,866864.0,867459.0,42.38,42.68,Went to jail,17,lost
10,867461.0,867624.0,42.681,42.76,Went to jail lost,21,the
11,867626.0,868234.0,42.761,43.05,Went to jail lost the,26,girl
12,868236.0,868415.0,43.051,43.13,Went to jail lost the girl,29,of
13,868417.0,868742.0,43.131,43.29,Went to jail lost the girl of,32,my
14,868744.0,869950.0,43.291,43.89,Went to jail lost the girl of my,39,dreams
15,869952.0,870198.0,43.891,44.01,Went to jail lost the girl of my dreams,43,and
16,870200.0,870624.0,44.011,44.21,Went to jail lost the girl of my dreams and,47,got
17,870591.0,871059.0,44.211,44.43,Went to jail lost the girl of my dreams and got,50,my
18,871061.0,871586.0,44.431,44.68,Went to jail lost the girl of my dreams and got my,55,butt
19,871588.0,872248.0,44.681,45.01,Went to jail lost the girl of my dreams and got my butt,62,kicked
20,872453.0,873229.0,45.12,45.49,Went to jail lost the girl of my dreams and got my butt kicked,69,pretty
21,873231.0,874108.0,45.491,45.92,Went to jail lost the girl of my dreams and got my butt kicked pretty,74,good
22,875661.0,876726.0,46.67,47.19,,5,Still
23,877939.0,878657.0,47.8,48.15,Still,12,things
24,878659.0,879087.0,48.151,48.36,Still things,18,could
25,879089.0,879494.0,48.361,48.55,Still things could,21,be
26,879496.0,879842.0,48.551,48.73,Still things could be,23,a
27,879844.0,880575.0,48.731,49.08,Still things could be a,27,lot
28,880865.0,882254.0,49.23,49.9,Still things could be a lot,33,worse
29,884887.0,885632.0,51.19425394967816,51.55,,2,Oh
30,885634.0,886306.0,51.551,51.87,Oh,7,that's
32,886308.0,887083.0,51.871,52.25,Oh that's,15,right
33,889114.0,889502.0,53.26,53.44,,1,I'm
35,889504.0,890378.0,53.441,53.86,I'm,11,falling
36,890380.0,890606.0,53.861,53.98,I'm falling,14,to
37,890608.0,890997.0,53.981,54.17,I'm falling to,17,my
38,891096.0,891978.0,54.21,54.65,I'm falling to my,23,death
39,894041.0,894492.0,55.64,55.87,,5,Guess
40,894494.0,894678.0,55.871,55.97,Guess,10,they
41,894680.0,895436.0,55.971,56.33,Guess they,13,can't
43,898320.0,898748.0,57.74,57.94,,3,How'd
45,898750.0,898899.0,57.941,58.03,How'd,8,it
46,898901.0,899146.0,58.031,58.15,How'd it,12,all
47,899148.0,899576.0,58.151,58.37,How'd it all,17,come
48,899578.0,899813.0,58.371,58.46,How'd it all come,20,to
49,899815.0,900267.0,58.461,58.69,How'd it all come to,25,this
50,900269.0,900451.0,58.691,58.78,How'd it all come to this,29,you
51,900453.0,901372.0,58.781,59.23,How'd it all come to this you,33,ask
52,904522.0,905161.0,60.77,61.09,,2,My
53,905163.0,905669.0,61.091,61.33,My,6,end
54,905671.0,906489.0,61.331,61.73,My end,13,starts
55,906491.0,906671.0,61.731,61.82,My end starts,16,at
56,906673.0,906841.0,61.821,61.91,My end starts at,20,the
57,906843.0,907717.0,61.911,62.33,My end starts at the,30,beginning
58,909497.0,909805.0,63.2,63.35,,3,The
59,909807.0,910952.0,63.351,63.91,The,8,very
60,910954.0,912096.0,63.911,64.46915725913367,The very,18,beginning
61,920023.0,920776.0,68.34,68.71,,3,Yes
62,922230.0,922678.0,69.42,69.63,Yes,8,that's
64,922680.0,923090.0,69.631,69.84,Yes that's,13,me
65,925481.0,925953.0,70.99957284961964,71.23,,1,I
66,925955.0,926323.0,71.231,71.42,I,5,had
67,926325.0,926503.0,71.421,71.5,I had,7,a
68,926505.0,927734.0,71.501,72.1,I had a,14,fairly
69,927736.0,929183.0,72.101,72.8,I had a fairly,23,standard
70,929187.0,930494.0,72.8019133996489,73.44,I had a fairly standard,33,childhood
71,933217.0,933468.0,74.78,74.91,,1,I
72,933470.0,934162.0,74.911,75.24,I,6,came
73,934164.0,934940.0,75.241,75.62,I came,11,from
74,935144.0,935534.0,75.72,75.92,I came from,16,what
75,935536.0,935861.0,75.921,76.07,I came from what,20,you
76,935863.0,936353.0,76.071,76.32,I came from what you,26,might
77,936355.0,937292.0,76.321,76.77,I came from what you might,31,call
78,937294.0,937441.0,76.771,76.85,I came from what you might call,33,a
79,937443.0,938317.0,76.851,77.27,I came from what you might call a,40,broken
80,938319.0,939135.0,77.271,77.67,I came from what you might call a broken,45,home
81,942167.0,943158.0,79.15,79.6346869514336,,9,Literally
82,943941.0,944747.0,80.01,80.42,Literally,16,broken
83,946462.0,946577.0,81.2499941486249,81.29744294909302,,1,I
84,946574.0,946807.0,81.29610239906376,81.41,I,5,was
85,946809.0,947241.0,81.411,81.63,I was,11,eight
86,947243.0,947977.0,81.631,81.98,I was eight,16,days
87,947979.0,948855.0,81.981,82.41,I was eight days,20,old
88,948857.0,949100.0,82.411,82.53,I was eight days old,24,and
89,949102.0,949983.0,82.531,82.96,I was eight days old and,30,still
90,949985.0,950677.0,82.961,83.3,I was eight days old and still,37,living
91,950679.0,950962.0,83.301,83.44,I was eight days old and still living,42,with
92,950964.0,951337.0,83.441,83.63,I was eight days old and still living with,45,my
93,951339.0,952585.0,83.631,84.24,I was eight days old and still living with my,53,parents
94,953954.0,954446.0,84.9,85.15,,3,How
95,954448.0,955242.0,85.151,85.53,How,7,sad
96,955244.0,955449.0,85.531,85.64,How sad,10,is
97,955451.0,956382.0,85.641,86.0961907548273,How sad is,15,that
98,958393.0,959075.0,87.07,87.42,,7,Clearly
99,959113.0,959523.0,87.421,87.62958455236985,Clearly,10,it
100,959520.0,959870.0,87.62808074897599,87.8,Clearly it,14,was
101,959872.0,960485.0,87.801,88.1,Clearly it was,19,time
102,960487.0,960669.0,88.101,88.19,Clearly it was time,22,to
