original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
0,169570.0,169976.0,58.5814696485623,58.788977635782686,,3,All
1,169976.0,170385.0,58.788977635782686,58.99744408945685,All,9,right
2,170385.0,171579.0,58.99744408945685,59.563578274760296,All right,18,everyone
3,171932.0,172915.0,59.7444089456869,60.22555910543129,All right everyone,23,this
4,173616.0,173975.0,60.5591054313099,60.74217252396162,All right everyone this,26,is
5,173975.0,174246.0,60.74217252396162,60.87523961661334,All right everyone this is,28,a
6,174246.0,175338.0,60.87523961661334,61.39999999999986,All right everyone this is a,34,stick
7,175338.0,175823.0,61.39999999999986,61.63738019169303,All right everyone this is a stick,37,up
8,176398.0,176859.0,61.93444089456872,62.16,,2,Don't
10,177134.0,178107.0,62.287060702875415,62.76,Don't,13,anybody
11,178109.0,179384.0,62.761,63.38447284345044,Don't anybody,18,move
12,181819.0,182409.0,64.56527156549521,64.86290734824286,,3,Now
13,182708.0,183490.0,65.0,65.39,Now,9,empty
14,183492.0,183940.0,65.391,65.60166134185307,Now empty,14,that
15,183974.0,184978.0,65.61863578274763,66.11054313099042,Now empty that,19,safe
16,189661.0,190084.0,68.40575079872204,68.60367412140573,,3,Woo
17,190585.0,190909.0,68.85623003194888,69.00623003194889,Woo,7,hoo
18,191047.0,192805.0,69.07348242811501,69.94233226837059,Woo hoo,11,hoo
19,192991.0,193482.0,70.0223642172524,70.2723642172524,Woo hoo hoo,17,money
20,193482.0,193826.0,70.2723642172524,70.43929712460073,Woo hoo hoo money,23,money
21,193826.0,194387.0,70.43929712460073,70.71485623003201,Woo hoo hoo money money,29,money
22,196653.0,197047.0,71.80511182108626,72.00511182108626,,4,Stop
23,197047.0,197252.0,72.00511182108626,72.10511182108625,Stop,7,it
24,197800.0,198191.0,72.36421725239617,72.56421725239618,Stop it,12,stop
25,198191.0,198397.0,72.56421725239618,72.66421725239617,Stop it stop,15,it
26,198543.0,198865.0,72.73482428115024,72.88482428115024,Stop it stop it,19,you
27,198997.0,199410.0,72.96664536741218,73.15929712460068,Stop it stop it you,24,mean
