start,end,est_idx,est_end_idx
246.462890625,247.462890625,504756,506804
246.962890625,247.962890625,505780,507828
247.462890625,248.462890625,506804,508852
247.962890625,248.962890625,507828,509876
248.462890625,249.462890625,508852,510900
248.962890625,249.962890625,509876,511924
249.462890625,250.462890625,510900,512948
249.962890625,250.962890625,511924,513972
250.462890625,251.462890625,512948,514996
250.962890625,251.962890625,513972,516020
251.462890625,252.462890625,514996,517044
251.962890625,252.962890625,516020,518068
252.462890625,253.462890625,517044,519092
252.962890625,253.962890625,518068,520116
253.462890625,254.462890625,519092,521140
253.962890625,254.962890625,520116,522164
254.462890625,255.462890625,521140,523188
254.962890625,255.962890625,522164,524212
255.462890625,256.462890625,523188,525236
255.962890625,256.962890625,524212,526260
256.462890625,257.462890625,525236,527284
256.962890625,257.962890625,526260,528308
257.462890625,258.462890625,527284,529332
257.962890625,258.962890625,528308,530356
258.462890625,259.462890625,529332,531380
258.962890625,259.962890625,530356,532404
259.462890625,260.462890625,531380,533428
259.962890625,260.962890625,532404,534452
268.0986328125,269.0986328125,549066,551114
285.9208984375,286.9208984375,585566,587614
286.4208984375,287.4208984375,586590,588638
286.9208984375,287.9208984375,587614,589662
287.4208984375,288.4208984375,588638,590686
287.9208984375,288.9208984375,589662,591710
288.4208984375,289.4208984375,590686,592734
288.9208984375,289.9208984375,591710,593758
289.4208984375,290.4208984375,592734,594782
289.9208984375,290.9208984375,593758,595806
290.4208984375,291.4208984375,594782,596830
379.9404296875,380.9404296875,778118,780166
380.4404296875,381.4404296875,779142,781190
380.9404296875,381.9404296875,780166,782214
381.4404296875,382.4404296875,781190,783238
381.9404296875,382.9404296875,782214,784262
382.4404296875,383.4404296875,783238,785286
382.9404296875,383.9404296875,784262,786310
383.4404296875,384.4404296875,785286,787334
383.9404296875,384.9404296875,786310,788358
384.4404296875,385.4404296875,787334,789382
384.9404296875,385.9404296875,788358,790406
385.4404296875,386.4404296875,789382,791430
385.9404296875,386.9404296875,790406,792454
386.4404296875,387.4404296875,791430,793478
386.9404296875,387.9404296875,792454,794502
387.4404296875,388.4404296875,793478,795526
387.9404296875,388.9404296875,794502,796550
388.4404296875,389.4404296875,795526,797574
388.9404296875,389.9404296875,796550,798598
389.4404296875,390.4404296875,797574,799622
